macc_mode,cap_scenario,msr_level,regime,year,kau_realized_krw
exponential,base,L3C,perverse_low,2029,9744
exponential,base,L3C,perverse_low,2030,10294
exponential,base,L3C,perverse_low,2031,12318
exponential,base,L3C,perverse_low,2032,13277
exponential,base,L3C,perverse_low,2033,14183
exponential,base,L3C,perverse_low,2034,14986
exponential,base,L3C,perverse_low,2035,14946
exponential,base,L3C,perverse_low,2036,14728
exponential,base,L3C,perverse_low,2037,14492
exponential,base,L3C,perverse_low,2038,14575
exponential,base,L3C,perverse_low,2039,14649
exponential,base,L3C,perverse_low,2040,14715
exponential,base,L3C,reform,2026,8669
exponential,base,L3C,reform,2027,9354
exponential,base,L3C,reform,2028,10087
exponential,base,L3C,reform,2029,10874
exponential,base,L3C,reform,2030,11718
exponential,base,L3C,reform,2031,11721
exponential,base,L3C,reform,2032,12073
exponential,base,L3C,reform,2033,12434
exponential,base,L3C,reform,2034,12937
exponential,base,L3C,reform,2035,13316
exponential,base,L3C,reform,2036,13826
exponential,base,L3C,reform,2037,14492
exponential,base,L3C,reform,2038,14575
exponential,base,L3C,reform,2039,14649
exponential,base,L3C,reform,2040,14715
exponential,base,L4,frictionless,2026,10810
exponential,base,L4,frictionless,2027,11421
exponential,base,L4,frictionless,2028,12067
exponential,base,L4,frictionless,2029,12749
exponential,base,L4,frictionless,2030,13470
exponential,base,L4,frictionless,2031,11216
exponential,base,L4,frictionless,2032,11324
exponential,base,L4,frictionless,2033,11426
exponential,base,L4,frictionless,2034,11965
exponential,base,L4,frictionless,2035,12642
exponential,base,L4,frictionless,2036,13357
exponential,base,L4,frictionless,2037,14112
exponential,base,L4,frictionless,2038,14575
exponential,base,L4,frictionless,2039,14649
exponential,base,L4,frictionless,2040,14715
exponential,base,L4,noresponse,2026,9077
exponential,base,L4,noresponse,2027,9591
exponential,base,L4,noresponse,2028,10133
exponential,base,L4,noresponse,2029,10706
exponential,base,L4,noresponse,2030,11311
exponential,base,L4,noresponse,2031,11951
exponential,base,L4,noresponse,2032,12626
exponential,base,L4,noresponse,2033,13340
exponential,base,L4,noresponse,2034,14095
exponential,base,L4,noresponse,2035,14300
exponential,base,L4,noresponse,2036,14400
exponential,base,L4,noresponse,2037,14492
exponential,base,L4,noresponse,2038,14575
exponential,base,L4,noresponse,2039,14649
exponential,base,L4,noresponse,2040,14715
exponential,base,L4,perverse,2026,8644
exponential,base,L4,perverse,2027,9134
exponential,base,L4,perverse,2028,9650
exponential,base,L4,perverse,2029,10195
exponential,base,L4,perverse,2030,10771
exponential,base,L4,perverse,2031,12135
exponential,base,L4,perverse,2032,12952
exponential,base,L4,perverse,2033,13818
exponential,base,L4,perverse,2034,14628
exponential,base,L4,perverse,2035,14714
exponential,base,L4,perverse,2036,14661
exponential,base,L4,perverse,2037,14587
exponential,base,L4,perverse,2038,14575
exponential,base,L4,perverse,2039,14649
exponential,base,L4,perverse,2040,14715
exponential,base,L4,perverse_low,2026,8210
exponential,base,L4,perverse_low,2027,8676
exponential,base,L4,perverse_low,2028,9166
exponential,base,L4,perverse_low,2029,9684
exponential,base,L4,perverse_low,2030,10232
exponential,base,L4,perverse_low,2031,12318
exponential,base,L4,perverse_low,2032,13277
exponential,base,L4,perverse_low,2033,14297
exponential,base,L4,perverse_low,2034,15160
exponential,base,L4,perverse_low,2035,15129
exponential,base,L4,perverse_low,2036,14922
exponential,base,L4,perverse_low,2037,14682
exponential,base,L4,perverse_low,2038,14575
exponential,base,L4,perverse_low,2039,14649
exponential,base,L4,perverse_low,2040,14715
exponential,base,L4,reform,2026,8644
exponential,base,L4,reform,2027,9339
exponential,base,L4,reform,2028,10085
exponential,base,L4,reform,2029,10885
exponential,base,L4,reform,2030,11743
exponential,base,L4,reform,2031,11721
exponential,base,L4,reform,2032,12073
exponential,base,L4,reform,2033,12311
exponential,base,L4,reform,2034,12710
exponential,base,L4,reform,2035,13036
exponential,base,L4,reform,2036,13487
exponential,base,L4,reform,2037,14160
exponential,base,L4,reform,2038,14575
exponential,base,L4,reform,2039,14649
exponential,base,L4,reform,2040,14715
exponential,base,L_EU,frictionless,2026,10526
exponential,base,L_EU,frictionless,2027,11121
exponential,base,L_EU,frictionless,2028,11750
exponential,base,L_EU,frictionless,2029,12414
exponential,base,L_EU,frictionless,2030,13116
exponential,base,L_EU,frictionless,2031,12978
exponential,base,L_EU,frictionless,2032,13104
exponential,base,L_EU,frictionless,2033,13396
exponential,base,L_EU,frictionless,2034,14153
exponential,base,L_EU,frictionless,2035,14300
exponential,base,L_EU,frictionless,2036,14400
exponential,base,L_EU,frictionless,2037,14492
exponential,base,L_EU,frictionless,2038,14575
exponential,base,L_EU,frictionless,2039,14649
exponential,base,L_EU,frictionless,2040,14715
exponential,base,L_EU,noresponse,2026,9077
exponential,base,L_EU,noresponse,2027,9591
exponential,base,L_EU,noresponse,2028,10133
exponential,base,L_EU,noresponse,2029,10706
exponential,base,L_EU,noresponse,2030,11311
exponential,base,L_EU,noresponse,2031,11951
exponential,base,L_EU,noresponse,2032,12626
exponential,base,L_EU,noresponse,2033,13340
exponential,base,L_EU,noresponse,2034,14095
exponential,base,L_EU,noresponse,2035,14300
exponential,base,L_EU,noresponse,2036,14400
exponential,base,L_EU,noresponse,2037,14492
exponential,base,L_EU,noresponse,2038,14575
exponential,base,L_EU,noresponse,2039,14649
exponential,base,L_EU,noresponse,2040,14715
exponential,base,L_EU,perverse,2026,8715
exponential,base,L_EU,perverse,2027,9208
exponential,base,L_EU,perverse,2028,9729
exponential,base,L_EU,perverse,2029,10279
exponential,base,L_EU,perverse,2030,10860
exponential,base,L_EU,perverse,2031,11694
exponential,base,L_EU,perverse,2032,12506
exponential,base,L_EU,perverse,2033,13326
exponential,base,L_EU,perverse,2034,14080
exponential,base,L_EU,perverse,2035,14300
exponential,base,L_EU,perverse,2036,14400
exponential,base,L_EU,perverse,2037,14492
exponential,base,L_EU,perverse,2038,14575
exponential,base,L_EU,perverse,2039,14649
exponential,base,L_EU,perverse,2040,14715
exponential,base,L_EU,perverse_low,2026,8352
exponential,base,L_EU,perverse_low,2027,8826
exponential,base,L_EU,perverse_low,2028,9324
exponential,base,L_EU,perverse_low,2029,9852
exponential,base,L_EU,perverse_low,2030,10408
exponential,base,L_EU,perverse_low,2031,11438
exponential,base,L_EU,perverse_low,2032,12387
exponential,base,L_EU,perverse_low,2033,13312
exponential,base,L_EU,perverse_low,2034,14066
exponential,base,L_EU,perverse_low,2035,14300
exponential,base,L_EU,perverse_low,2036,14400
exponential,base,L_EU,perverse_low,2037,14492
exponential,base,L_EU,perverse_low,2038,14575
exponential,base,L_EU,perverse_low,2039,14649
exponential,base,L_EU,perverse_low,2040,14715
exponential,base,L_EU,reform,2026,8715
exponential,base,L_EU,reform,2027,9381
exponential,base,L_EU,reform,2028,10093
exponential,base,L_EU,reform,2029,10855
exponential,base,L_EU,reform,2030,11672
exponential,base,L_EU,reform,2031,12272
exponential,base,L_EU,reform,2032,12829
exponential,base,L_EU,reform,2033,13370
exponential,base,L_EU,reform,2034,14133
exponential,base,L_EU,reform,2035,14300
exponential,base,L_EU,reform,2036,14400
exponential,base,L_EU,reform,2037,14492
exponential,base,L_EU,reform,2038,14575
exponential,base,L_EU,reform,2039,14649
exponential,base,L_EU,reform,2040,14715
exponential,base,L_C,frictionless,2026,10286
exponential,base,L_C,frictionless,2027,10868
exponential,base,L_C,frictionless,2028,11482
exponential,base,L_C,frictionless,2029,12131
exponential,base,L_C,frictionless,2030,12817
exponential,base,L_C,frictionless,2031,13542
exponential,base,L_C,frictionless,2032,13949
exponential,base,L_C,frictionless,2033,14075
exponential,base,L_C,frictionless,2034,14192
exponential,base,L_C,frictionless,2035,14300
exponential,base,L_C,frictionless,2036,14400
exponential,base,L_C,frictionless,2037,14492
exponential,base,L_C,frictionless,2038,14575
exponential,base,L_C,frictionless,2039,14649
exponential,base,L_C,frictionless,2040,14715
exponential,base,L_C,noresponse,2026,9077
exponential,base,L_C,noresponse,2027,9591
exponential,base,L_C,noresponse,2028,10133
exponential,base,L_C,noresponse,2029,10706
exponential,base,L_C,noresponse,2030,11311
exponential,base,L_C,noresponse,2031,11951
exponential,base,L_C,noresponse,2032,12626
exponential,base,L_C,noresponse,2033,13340
exponential,base,L_C,noresponse,2034,14095
exponential,base,L_C,noresponse,2035,14300
exponential,base,L_C,noresponse,2036,14400
exponential,base,L_C,noresponse,2037,14492
exponential,base,L_C,noresponse,2038,14575
exponential,base,L_C,noresponse,2039,14649
exponential,base,L_C,noresponse,2040,14715
exponential,base,L_C,perverse,2026,8775
exponential,base,L_C,perverse,2027,9272
exponential,base,L_C,perverse,2028,9796
exponential,base,L_C,perverse,2029,10350
exponential,base,L_C,perverse,2030,10934
exponential,base,L_C,perverse,2031,11553
exponential,base,L_C,perverse,2032,12295
exponential,base,L_C,perverse,2033,13156
exponential,base,L_C,perverse,2034,14071
exponential,base,L_C,perverse,2035,14300
exponential,base,L_C,perverse,2036,14400
exponential,base,L_C,perverse,2037,14492
exponential,base,L_C,perverse,2038,14575
exponential,base,L_C,perverse,2039,14649
exponential,base,L_C,perverse,2040,14715
exponential,base,L_C,perverse_low,2026,8472
exponential,base,L_C,perverse_low,2027,8952
exponential,base,L_C,perverse_low,2028,9458
exponential,base,L_C,perverse_low,2029,9994
exponential,base,L_C,perverse_low,2030,10558
exponential,base,L_C,perverse_low,2031,11156
exponential,base,L_C,perverse_low,2032,11964
exponential,base,L_C,perverse_low,2033,12972
exponential,base,L_C,perverse_low,2034,14046
exponential,base,L_C,perverse_low,2035,14300
exponential,base,L_C,perverse_low,2036,14400
exponential,base,L_C,perverse_low,2037,14492
exponential,base,L_C,perverse_low,2038,14575
exponential,base,L_C,perverse_low,2039,14649
exponential,base,L_C,perverse_low,2040,14715
exponential,base,L_C,reform,2026,8775
exponential,base,L_C,reform,2027,9415
exponential,base,L_C,reform,2028,10099
exponential,base,L_C,reform,2029,10831
exponential,base,L_C,reform,2030,11612
exponential,base,L_C,reform,2031,12448
exponential,base,L_C,reform,2032,13188
exponential,base,L_C,reform,2033,13735
exponential,base,L_C,reform,2034,14158
exponential,base,L_C,reform,2035,14300
exponential,base,L_C,reform,2036,14400
exponential,base,L_C,reform,2037,14492
exponential,base,L_C,reform,2038,14575
exponential,base,L_C,reform,2039,14649
exponential,base,L_C,reform,2040,14715
exponential,base,L_QB,frictionless,2026,10913
exponential,base,L_QB,frictionless,2027,11530
exponential,base,L_QB,frictionless,2028,12182
exponential,base,L_QB,frictionless,2029,12871
exponential,base,L_QB,frictionless,2030,13599
exponential,base,L_QB,frictionless,2031,14367
exponential,base,L_QB,frictionless,2032,15180
exponential,base,L_QB,frictionless,2033,16038
exponential,base,L_QB,frictionless,2034,16945
exponential,base,L_QB,frictionless,2035,17903
exponential,base,L_QB,frictionless,2036,18915
exponential,base,L_QB,frictionless,2037,19985
exponential,base,L_QB,frictionless,2038,21115
exponential,base,L_QB,frictionless,2039,22308
exponential,base,L_QB,frictionless,2040,22912
exponential,base,L_QB,noresponse,2026,9077
exponential,base,L_QB,noresponse,2027,9591
exponential,base,L_QB,noresponse,2028,10133
exponential,base,L_QB,noresponse,2029,10706
exponential,base,L_QB,noresponse,2030,11311
exponential,base,L_QB,noresponse,2031,11951
exponential,base,L_QB,noresponse,2032,12626
exponential,base,L_QB,noresponse,2033,13340
exponential,base,L_QB,noresponse,2034,14095
exponential,base,L_QB,noresponse,2035,14300
exponential,base,L_QB,noresponse,2036,14400
exponential,base,L_QB,noresponse,2037,14492
exponential,base,L_QB,noresponse,2038,14575
exponential,base,L_QB,noresponse,2039,14649
exponential,base,L_QB,noresponse,2040,14715
exponential,base,L_QB,perverse,2026,8618
exponential,base,L_QB,perverse,2027,9106
exponential,base,L_QB,perverse,2028,9621
exponential,base,L_QB,perverse,2029,10165
exponential,base,L_QB,perverse,2030,10739
exponential,base,L_QB,perverse,2031,11347
exponential,base,L_QB,perverse,2032,11988
exponential,base,L_QB,perverse,2033,12666
exponential,base,L_QB,perverse,2034,13382
exponential,base,L_QB,perverse,2035,13399
exponential,base,L_QB,perverse,2036,13271
exponential,base,L_QB,perverse,2037,13119
exponential,base,L_QB,perverse,2038,12940
exponential,base,L_QB,perverse,2039,12734
exponential,base,L_QB,perverse,2040,12666
exponential,base,L_QB,perverse_low,2026,8159
exponential,base,L_QB,perverse_low,2027,8622
exponential,base,L_QB,perverse_low,2028,9108
exponential,base,L_QB,perverse_low,2029,9624
exponential,base,L_QB,perverse_low,2030,10167
exponential,base,L_QB,perverse_low,2031,10743
exponential,base,L_QB,perverse_low,2032,11349
exponential,base,L_QB,perverse_low,2033,11991
exponential,base,L_QB,perverse_low,2034,12670
exponential,base,L_QB,perverse_low,2035,12498
exponential,base,L_QB,perverse_low,2036,12142
exponential,base,L_QB,perverse_low,2037,11746
exponential,base,L_QB,perverse_low,2038,11305
exponential,base,L_QB,perverse_low,2039,10820
exponential,base,L_QB,perverse_low,2040,10616
exponential,base,L_QB,reform,2026,8618
exponential,base,L_QB,reform,2027,9324
exponential,base,L_QB,reform,2028,10082
exponential,base,L_QB,reform,2029,10895
exponential,base,L_QB,reform,2030,11769
exponential,base,L_QB,reform,2031,12706
exponential,base,L_QB,reform,2032,13711
exponential,base,L_QB,reform,2033,14790
exponential,base,L_QB,reform,2034,15948
exponential,base,L_QB,reform,2035,17047
exponential,base,L_QB,reform,2036,18351
exponential,base,L_QB,reform,2037,19298
exponential,base,L_QB,reform,2038,20298
exponential,base,L_QB,reform,2039,21351
exponential,base,L_QB,reform,2040,21887
exponential,middle,L1,frictionless,2026,10495
exponential,middle,L1,frictionless,2027,11089
exponential,middle,L1,frictionless,2028,11715
exponential,middle,L1,frictionless,2029,12378
exponential,middle,L1,frictionless,2030,13078
exponential,middle,L1,frictionless,2031,12247
exponential,middle,L1,frictionless,2032,12940
exponential,middle,L1,frictionless,2033,13671
exponential,middle,L1,frictionless,2034,14444
exponential,middle,L1,frictionless,2035,15261
exponential,middle,L1,frictionless,2036,16124
exponential,middle,L1,frictionless,2037,17036
exponential,middle,L1,frictionless,2038,17999
exponential,middle,L1,frictionless,2039,19017
exponential,middle,L1,frictionless,2040,19759
exponential,middle,L1,noresponse,2026,9731
exponential,middle,L1,noresponse,2027,10282
exponential,middle,L1,noresponse,2028,10863
exponential,middle,L1,noresponse,2029,11477
exponential,middle,L1,noresponse,2030,12126
exponential,middle,L1,noresponse,2031,12812
exponential,middle,L1,noresponse,2032,13536
exponential,middle,L1,noresponse,2033,14301
exponential,middle,L1,noresponse,2034,15110
exponential,middle,L1,noresponse,2035,15964
exponential,middle,L1,noresponse,2036,16867
exponential,middle,L1,noresponse,2037,17820
exponential,middle,L1,noresponse,2038,18709
exponential,middle,L1,noresponse,2039,19318
exponential,middle,L1,noresponse,2040,19759
exponential,middle,L1,perverse,2026,9540
exponential,middle,L1,perverse,2027,10080
exponential,middle,L1,perverse,2028,10650
exponential,middle,L1,perverse,2029,11252
exponential,middle,L1,perverse,2030,11888
exponential,middle,L1,perverse,2031,12953
exponential,middle,L1,perverse,2032,13685
exponential,middle,L1,perverse,2033,14458
exponential,middle,L1,perverse,2034,15276
exponential,middle,L1,perverse,2035,16140
exponential,middle,L1,perverse,2036,17053
exponential,middle,L1,perverse,2037,18016
exponential,middle,L1,perverse,2038,18886
exponential,middle,L1,perverse,2039,19393
exponential,middle,L1,perverse,2040,19759
exponential,middle,L1,perverse_low,2026,9349
exponential,middle,L1,perverse_low,2027,9878
exponential,middle,L1,perverse_low,2028,10437
exponential,middle,L1,perverse_low,2029,11026
exponential,middle,L1,perverse_low,2030,11650
exponential,middle,L1,perverse_low,2031,13094
exponential,middle,L1,perverse_low,2032,13834
exponential,middle,L1,perverse_low,2033,14616
exponential,middle,L1,perverse_low,2034,15443
exponential,middle,L1,perverse_low,2035,16316
exponential,middle,L1,perverse_low,2036,17238
exponential,middle,L1,perverse_low,2037,18212
exponential,middle,L1,perverse_low,2038,19064
exponential,middle,L1,perverse_low,2039,19468
exponential,middle,L1,perverse_low,2040,19759
exponential,middle,L1,reform,2026,9540
exponential,middle,L1,reform,2027,10171
exponential,middle,L1,reform,2028,10842
exponential,middle,L1,reform,2029,11556
exponential,middle,L1,reform,2030,12316
exponential,middle,L1,reform,2031,12635
exponential,middle,L1,reform,2032,13283
exponential,middle,L1,reform,2033,13962
exponential,middle,L1,reform,2034,14677
exponential,middle,L1,reform,2035,15428
exponential,middle,L1,reform,2036,16217
exponential,middle,L1,reform,2037,17134
exponential,middle,L1,reform,2038,18088
exponential,middle,L1,reform,2039,19055
exponential,middle,L1,reform,2040,19759
exponential,middle,L2,frictionless,2026,10649
exponential,middle,L2,frictionless,2027,11251
exponential,middle,L2,frictionless,2028,11887
exponential,middle,L2,frictionless,2029,12560
exponential,middle,L2,frictionless,2030,13270
exponential,middle,L2,frictionless,2031,12150
exponential,middle,L2,frictionless,2032,12837
exponential,middle,L2,frictionless,2033,13563
exponential,middle,L2,frictionless,2034,14330
exponential,middle,L2,frictionless,2035,15140
exponential,middle,L2,frictionless,2036,15996
exponential,middle,L2,frictionless,2037,16901
exponential,middle,L2,frictionless,2038,17856
exponential,middle,L2,frictionless,2039,18866
exponential,middle,L2,frictionless,2040,19759
exponential,middle,L2,noresponse,2026,9731
exponential,middle,L2,noresponse,2027,10282
exponential,middle,L2,noresponse,2028,10863
exponential,middle,L2,noresponse,2029,11477
exponential,middle,L2,noresponse,2030,12126
exponential,middle,L2,noresponse,2031,12812
exponential,middle,L2,noresponse,2032,13536
exponential,middle,L2,noresponse,2033,14301
exponential,middle,L2,noresponse,2034,15110
exponential,middle,L2,noresponse,2035,15964
exponential,middle,L2,noresponse,2036,16867
exponential,middle,L2,noresponse,2037,17820
exponential,middle,L2,noresponse,2038,18709
exponential,middle,L2,noresponse,2039,19318
exponential,middle,L2,noresponse,2040,19759
exponential,middle,L2,perverse,2026,9502
exponential,middle,L2,perverse,2027,10040
exponential,middle,L2,perverse,2028,10607
exponential,middle,L2,perverse,2029,11206
exponential,middle,L2,perverse,2030,11840
exponential,middle,L2,perverse,2031,12978
exponential,middle,L2,perverse,2032,13711
exponential,middle,L2,perverse,2033,14486
exponential,middle,L2,perverse,2034,15305
exponential,middle,L2,perverse,2035,16170
exponential,middle,L2,perverse,2036,17085
exponential,middle,L2,perverse,2037,18050
exponential,middle,L2,perverse,2038,18922
exponential,middle,L2,perverse,2039,19431
exponential,middle,L2,perverse,2040,19759
exponential,middle,L2,perverse_low,2026,9272
exponential,middle,L2,perverse_low,2027,9798
exponential,middle,L2,perverse_low,2028,10351
exponential,middle,L2,perverse_low,2029,10936
exponential,middle,L2,perverse_low,2030,11554
exponential,middle,L2,perverse_low,2031,13143
exponential,middle,L2,perverse_low,2032,13886
exponential,middle,L2,perverse_low,2033,14670
exponential,middle,L2,perverse_low,2034,15500
exponential,middle,L2,perverse_low,2035,16376
exponential,middle,L2,perverse_low,2036,17302
exponential,middle,L2,perverse_low,2037,18280
exponential,middle,L2,perverse_low,2038,19136
exponential,middle,L2,perverse_low,2039,19544
exponential,middle,L2,perverse_low,2040,19759
exponential,middle,L2,reform,2026,9502
exponential,middle,L2,reform,2027,10149
exponential,middle,L2,reform,2028,10837
exponential,middle,L2,reform,2029,11572
exponential,middle,L2,reform,2030,12355
exponential,middle,L2,reform,2031,12605
exponential,middle,L2,reform,2032,13239
exponential,middle,L2,reform,2033,13904
exponential,middle,L2,reform,2034,14603
exponential,middle,L2,reform,2035,15336
exponential,middle,L2,reform,2036,16105
exponential,middle,L2,reform,2037,17016
exponential,middle,L2,reform,2038,17963
exponential,middle,L2,reform,2039,18922
exponential,middle,L2,reform,2040,19759
exponential,middle,L3,frictionless,2026,10887
exponential,middle,L3,frictionless,2027,11503
exponential,middle,L3,frictionless,2028,12153
exponential,middle,L3,frictionless,2029,12840
exponential,middle,L3,frictionless,2030,13566
exponential,middle,L3,frictionless,2031,12008
exponential,middle,L3,frictionless,2032,12687
exponential,middle,L3,frictionless,2033,13404
exponential,middle,L3,frictionless,2034,14162
exponential,middle,L3,frictionless,2035,14963
exponential,middle,L3,frictionless,2036,15809
exponential,middle,L3,frictionless,2037,16702
exponential,middle,L3,frictionless,2038,17647
exponential,middle,L3,frictionless,2039,18645
exponential,middle,L3,frictionless,2040,19699
exponential,middle,L3,noresponse,2026,9731
exponential,middle,L3,noresponse,2027,10282
exponential,middle,L3,noresponse,2028,10863
exponential,middle,L3,noresponse,2029,11477
exponential,middle,L3,noresponse,2030,12126
exponential,middle,L3,noresponse,2031,12812
exponential,middle,L3,noresponse,2032,13536
exponential,middle,L3,noresponse,2033,14301
exponential,middle,L3,noresponse,2034,15110
exponential,middle,L3,noresponse,2035,15964
exponential,middle,L3,noresponse,2036,16867
exponential,middle,L3,noresponse,2037,17820
exponential,middle,L3,noresponse,2038,18709
exponential,middle,L3,noresponse,2039,19318
exponential,middle,L3,noresponse,2040,19759
exponential,middle,L3,perverse,2026,9442
exponential,middle,L3,perverse,2027,9977
exponential,middle,L3,perverse,2028,10540
exponential,middle,L3,perverse,2029,11136
exponential,middle,L3,perverse,2030,11766
exponential,middle,L3,perverse,2031,13013
exponential,middle,L3,perverse,2032,13748
exponential,middle,L3,perverse,2033,14525
exponential,middle,L3,perverse,2034,15347
exponential,middle,L3,perverse,2035,16214
exponential,middle,L3,perverse,2036,17132
exponential,middle,L3,perverse,2037,18100
exponential,middle,L3,perverse,2038,18974
exponential,middle,L3,perverse,2039,19486
exponential,middle,L3,perverse,2040,19774
exponential,middle,L3,perverse_low,2026,9153
exponential,middle,L3,perverse_low,2027,9672
exponential,middle,L3,perverse_low,2028,10218
exponential,middle,L3,perverse_low,2029,10796
exponential,middle,L3,perverse_low,2030,11406
exponential,middle,L3,perverse_low,2031,13214
exponential,middle,L3,perverse_low,2032,13960
exponential,middle,L3,perverse_low,2033,14750
exponential,middle,L3,perverse_low,2034,15584
exponential,middle,L3,perverse_low,2035,16464
exponential,middle,L3,perverse_low,2036,17396
exponential,middle,L3,perverse_low,2037,18379
exponential,middle,L3,perverse_low,2038,19240
exponential,middle,L3,perverse_low,2039,19654
exponential,middle,L3,perverse_low,2040,19789
exponential,middle,L3,reform,2026,9442
exponential,middle,L3,reform,2027,10114
exponential,middle,L3,reform,2028,10831
exponential,middle,L3,reform,2029,11596
exponential,middle,L3,reform,2030,12414
exponential,middle,L3,reform,2031,12561
exponential,middle,L3,reform,2032,13175
exponential,middle,L3,reform,2033,13819
exponential,middle,L3,reform,2034,14494
exponential,middle,L3,reform,2035,15201
exponential,middle,L3,reform,2036,15941
exponential,middle,L3,reform,2037,16842
exponential,middle,L3,reform,2038,17780
exponential,middle,L3,reform,2039,18729
exponential,middle,L3,reform,2040,19706
exponential,middle,L3C,frictionless,2026,10887
exponential,middle,L3C,frictionless,2027,11503
exponential,middle,L3C,frictionless,2028,12153
exponential,middle,L3C,frictionless,2029,12840
exponential,middle,L3C,frictionless,2030,13566
exponential,middle,L3C,frictionless,2031,12312
exponential,middle,L3C,frictionless,2032,13008
exponential,middle,L3C,frictionless,2033,13743
exponential,middle,L3C,frictionless,2034,14520
exponential,middle,L3C,frictionless,2035,15341
exponential,middle,L3C,frictionless,2036,16209
exponential,middle,L3C,frictionless,2037,17125
exponential,middle,L3C,frictionless,2038,18093
exponential,middle,L3C,frictionless,2039,19116
exponential,middle,L3C,frictionless,2040,19759
exponential,middle,L3C,noresponse,2026,9731
exponential,middle,L3C,noresponse,2027,10282
exponential,middle,L3C,noresponse,2028,10863
exponential,middle,L3C,noresponse,2029,11477
exponential,middle,L3C,noresponse,2030,12126
exponential,middle,L3C,noresponse,2031,12812
exponential,middle,L3C,noresponse,2032,13536
exponential,middle,L3C,noresponse,2033,14301
exponential,middle,L3C,noresponse,2034,15110
exponential,middle,L3C,noresponse,2035,15964
exponential,middle,L3C,noresponse,2036,16867
exponential,middle,L3C,noresponse,2037,17820
exponential,middle,L3C,noresponse,2038,18709
exponential,middle,L3C,noresponse,2039,19318
exponential,middle,L3C,noresponse,2040,19759
exponential,middle,L3C,perverse,2026,9442
exponential,middle,L3C,perverse,2027,9977
exponential,middle,L3C,perverse,2028,10540
exponential,middle,L3C,perverse,2029,11136
exponential,middle,L3C,perverse,2030,11766
exponential,middle,L3C,perverse,2031,12937
exponential,middle,L3C,perverse,2032,13668
exponential,middle,L3C,perverse,2033,14440
exponential,middle,L3C,perverse,2034,15258
exponential,middle,L3C,perverse,2035,16120
exponential,middle,L3C,perverse,2036,17032
exponential,middle,L3C,perverse,2037,17994
exponential,middle,L3C,perverse,2038,18863
exponential,middle,L3C,perverse,2039,19368
exponential,middle,L3C,perverse,2040,19759
exponential,middle,L3C,perverse_low,2026,9153
exponential,middle,L3C,perverse_low,2027,9672
exponential,middle,L3C,perverse_low,2028,10218
exponential,middle,L3C,perverse_low,2029,10796
exponential,middle,L3C,perverse_low,2030,11406
exponential,middle,L3C,perverse_low,2031,13062
exponential,middle,L3C,perverse_low,2032,13800
exponential,middle,L3C,perverse_low,2033,14580
exponential,middle,L3C,perverse_low,2034,15405
exponential,middle,L3C,perverse_low,2035,16276
exponential,middle,L3C,perverse_low,2036,17196
exponential,middle,L3C,perverse_low,2037,18168
exponential,middle,L3C,perverse_low,2038,19017
exponential,middle,L3C,perverse_low,2039,19419
exponential,middle,L3C,perverse_low,2040,19759
exponential,middle,L3C,reform,2026,9442
exponential,middle,L3C,reform,2027,10114
exponential,middle,L3C,reform,2028,10831
exponential,middle,L3C,reform,2029,11596
exponential,middle,L3C,reform,2030,12414
exponential,middle,L3C,reform,2031,12656
exponential,middle,L3C,reform,2032,13312
exponential,middle,L3C,reform,2033,14001
exponential,middle,L3C,reform,2034,14726
exponential,middle,L3C,reform,2035,15489
exponential,middle,L3C,reform,2036,16291
exponential,middle,L3C,reform,2037,17212
exponential,middle,L3C,reform,2038,18170
exponential,middle,L3C,reform,2039,19141
exponential,middle,L3C,reform,2040,19759
exponential,middle,L4,frictionless,2026,10988
exponential,middle,L4,frictionless,2027,11609
exponential,middle,L4,frictionless,2028,12265
exponential,middle,L4,frictionless,2029,12959
exponential,middle,L4,frictionless,2030,13692
exponential,middle,L4,frictionless,2031,12126
exponential,middle,L4,frictionless,2032,12811
exponential,middle,L4,frictionless,2033,13536
exponential,middle,L4,frictionless,2034,14301
exponential,middle,L4,frictionless,2035,15109
exponential,middle,L4,frictionless,2036,15964
exponential,middle,L4,frictionless,2037,16866
exponential,middle,L4,frictionless,2038,17820
exponential,middle,L4,frictionless,2039,18827
exponential,middle,L4,frictionless,2040,19759
exponential,middle,L4,noresponse,2026,9731
exponential,middle,L4,noresponse,2027,10282
exponential,middle,L4,noresponse,2028,10863
exponential,middle,L4,noresponse,2029,11477
exponential,middle,L4,noresponse,2030,12126
exponential,middle,L4,noresponse,2031,12812
exponential,middle,L4,noresponse,2032,13536
exponential,middle,L4,noresponse,2033,14301
exponential,middle,L4,noresponse,2034,15110
exponential,middle,L4,noresponse,2035,15964
exponential,middle,L4,noresponse,2036,16867
exponential,middle,L4,noresponse,2037,17820
exponential,middle,L4,noresponse,2038,18709
exponential,middle,L4,noresponse,2039,19318
exponential,middle,L4,noresponse,2040,19759
exponential,middle,L4,perverse,2026,9417
exponential,middle,L4,perverse,2027,9950
exponential,middle,L4,perverse,2028,10512
exponential,middle,L4,perverse,2029,11106
exponential,middle,L4,perverse,2030,11734
exponential,middle,L4,perverse,2031,12984
exponential,middle,L4,perverse,2032,13717
exponential,middle,L4,perverse,2033,14492
exponential,middle,L4,perverse,2034,15312
exponential,middle,L4,perverse,2035,16178
exponential,middle,L4,perverse,2036,17093
exponential,middle,L4,perverse,2037,18058
exponential,middle,L4,perverse,2038,18931
