macc_mode,cap_scenario,msr_level,regime,year,kau_realized_krw
step,ideal,L3,perverse,2033,160544
step,ideal,L3,perverse,2034,169622
step,ideal,L3,perverse,2035,179212
step,ideal,L3,perverse,2036,189345
step,ideal,L3,perverse,2037,200051
step,ideal,L3,perverse,2038,211362
step,ideal,L3,perverse,2039,223312
step,ideal,L3,perverse,2040,235938
step,ideal,L3,perverse_low,2026,92712
step,ideal,L3,perverse_low,2027,97954
step,ideal,L3,perverse_low,2028,103492
step,ideal,L3,perverse_low,2029,109344
step,ideal,L3,perverse_low,2030,115526
step,ideal,L3,perverse_low,2031,122059
step,ideal,L3,perverse_low,2032,128960
step,ideal,L3,perverse_low,2033,136250
step,ideal,L3,perverse_low,2034,143954
step,ideal,L3,perverse_low,2035,152094
step,ideal,L3,perverse_low,2036,160693
step,ideal,L3,perverse_low,2037,169780
step,ideal,L3,perverse_low,2038,179378
step,ideal,L3,perverse_low,2039,189520
step,ideal,L3,perverse_low,2040,200236
step,ideal,L3,reform,2026,109242
step,ideal,L3,reform,2027,123279
step,ideal,L3,reform,2028,138553
step,ideal,L3,reform,2029,155160
step,ideal,L3,reform,2030,173202
step,ideal,L3,reform,2031,192789
step,ideal,L3,reform,2032,214036
step,ideal,L3,reform,2033,237070
step,ideal,L3,reform,2034,262024
step,ideal,L3,reform,2035,289042
step,ideal,L3,reform,2036,318279
step,ideal,L3,reform,2037,336274
step,ideal,L3,reform,2038,355287
step,ideal,L3,reform,2039,375375
step,ideal,L3,reform,2040,396600
step,ideal,L3C,frictionless,2026,191896
step,ideal,L3C,frictionless,2027,202746
step,ideal,L3C,frictionless,2028,214209
step,ideal,L3C,frictionless,2029,226321
step,ideal,L3C,frictionless,2030,239117
step,ideal,L3C,frictionless,2031,252637
step,ideal,L3C,frictionless,2032,266921
step,ideal,L3C,frictionless,2033,282013
step,ideal,L3C,frictionless,2034,297958
step,ideal,L3C,frictionless,2035,314805
step,ideal,L3C,frictionless,2036,332605
step,ideal,L3C,frictionless,2037,351410
step,ideal,L3C,frictionless,2038,371279
step,ideal,L3C,frictionless,2039,392271
step,ideal,L3C,frictionless,2040,414451
step,ideal,L3C,noresponse,2026,125773
step,ideal,L3C,noresponse,2027,132885
step,ideal,L3C,noresponse,2028,140398
step,ideal,L3C,noresponse,2029,148336
step,ideal,L3C,noresponse,2030,156723
step,ideal,L3C,noresponse,2031,165585
step,ideal,L3C,noresponse,2032,174947
step,ideal,L3C,noresponse,2033,184838
step,ideal,L3C,noresponse,2034,195289
step,ideal,L3C,noresponse,2035,206331
step,ideal,L3C,noresponse,2036,217997
step,ideal,L3C,noresponse,2037,230323
step,ideal,L3C,noresponse,2038,243345
step,ideal,L3C,noresponse,2039,257104
step,ideal,L3C,noresponse,2040,271641
step,ideal,L3C,perverse,2026,109242
step,ideal,L3C,perverse,2027,115420
step,ideal,L3C,perverse,2028,121945
step,ideal,L3C,perverse,2029,128840
step,ideal,L3C,perverse,2030,136124
step,ideal,L3C,perverse,2031,143822
step,ideal,L3C,perverse,2032,151954
step,ideal,L3C,perverse,2033,160544
step,ideal,L3C,perverse,2034,169622
step,ideal,L3C,perverse,2035,179212
step,ideal,L3C,perverse,2036,189345
step,ideal,L3C,perverse,2037,200051
step,ideal,L3C,perverse,2038,211362
step,ideal,L3C,perverse,2039,223312
step,ideal,L3C,perverse,2040,235938
step,ideal,L3C,perverse_low,2026,92712
step,ideal,L3C,perverse_low,2027,97954
step,ideal,L3C,perverse_low,2028,103492
step,ideal,L3C,perverse_low,2029,109344
step,ideal,L3C,perverse_low,2030,115526
step,ideal,L3C,perverse_low,2031,122059
step,ideal,L3C,perverse_low,2032,128960
step,ideal,L3C,perverse_low,2033,136250
step,ideal,L3C,perverse_low,2034,143954
step,ideal,L3C,perverse_low,2035,152094
step,ideal,L3C,perverse_low,2036,160693
step,ideal,L3C,perverse_low,2037,169780
step,ideal,L3C,perverse_low,2038,179378
step,ideal,L3C,perverse_low,2039,189520
step,ideal,L3C,perverse_low,2040,200236
step,ideal,L3C,reform,2026,109242
step,ideal,L3C,reform,2027,123279
step,ideal,L3C,reform,2028,138553
step,ideal,L3C,reform,2029,155160
step,ideal,L3C,reform,2030,173202
step,ideal,L3C,reform,2031,192789
step,ideal,L3C,reform,2032,214036
step,ideal,L3C,reform,2033,237070
step,ideal,L3C,reform,2034,262024
step,ideal,L3C,reform,2035,289042
step,ideal,L3C,reform,2036,318279
step,ideal,L3C,reform,2037,336274
step,ideal,L3C,reform,2038,355287
step,ideal,L3C,reform,2039,375375
step,ideal,L3C,reform,2040,396600
step,ideal,L4,frictionless,2026,192088
step,ideal,L4,frictionless,2027,202949
step,ideal,L4,frictionless,2028,214423
step,ideal,L4,frictionless,2029,226547
step,ideal,L4,frictionless,2030,239356
step,ideal,L4,frictionless,2031,252890
step,ideal,L4,frictionless,2032,267188
step,ideal,L4,frictionless,2033,282295
step,ideal,L4,frictionless,2034,298256
step,ideal,L4,frictionless,2035,315120
step,ideal,L4,frictionless,2036,332937
step,ideal,L4,frictionless,2037,351761
step,ideal,L4,frictionless,2038,371650
step,ideal,L4,frictionless,2039,392663
step,ideal,L4,frictionless,2040,414865
step,ideal,L4,noresponse,2026,125773
step,ideal,L4,noresponse,2027,132885
step,ideal,L4,noresponse,2028,140398
step,ideal,L4,noresponse,2029,148336
step,ideal,L4,noresponse,2030,156723
step,ideal,L4,noresponse,2031,165585
step,ideal,L4,noresponse,2032,174947
step,ideal,L4,noresponse,2033,184838
step,ideal,L4,noresponse,2034,195289
step,ideal,L4,noresponse,2035,206331
step,ideal,L4,noresponse,2036,217997
step,ideal,L4,noresponse,2037,230323
step,ideal,L4,noresponse,2038,243345
step,ideal,L4,noresponse,2039,257104
step,ideal,L4,noresponse,2040,271641
step,ideal,L4,perverse,2026,109194
step,ideal,L4,perverse,2027,115369
step,ideal,L4,perverse,2028,121892
step,ideal,L4,perverse,2029,128783
step,ideal,L4,perverse,2030,136065
step,ideal,L4,perverse,2031,143759
step,ideal,L4,perverse,2032,151887
step,ideal,L4,perverse,2033,160474
step,ideal,L4,perverse,2034,169547
step,ideal,L4,perverse,2035,179134
step,ideal,L4,perverse,2036,189262
step,ideal,L4,perverse,2037,199964
step,ideal,L4,perverse,2038,211269
step,ideal,L4,perverse,2039,223214
step,ideal,L4,perverse,2040,235835
step,ideal,L4,perverse_low,2026,92616
step,ideal,L4,perverse_low,2027,97853
step,ideal,L4,perverse_low,2028,103386
step,ideal,L4,perverse_low,2029,109230
step,ideal,L4,perverse_low,2030,115406
step,ideal,L4,perverse_low,2031,121932
step,ideal,L4,perverse_low,2032,128826
step,ideal,L4,perverse_low,2033,136110
step,ideal,L4,perverse_low,2034,143806
step,ideal,L4,perverse_low,2035,151936
step,ideal,L4,perverse_low,2036,160527
step,ideal,L4,perverse_low,2037,169604
step,ideal,L4,perverse_low,2038,179192
step,ideal,L4,perverse_low,2039,189324
step,ideal,L4,perverse_low,2040,200029
step,ideal,L4,reform,2026,109194
step,ideal,L4,reform,2027,123251
step,ideal,L4,reform,2028,138547
step,ideal,L4,reform,2029,155179
step,ideal,L4,reform,2030,173250
step,ideal,L4,reform,2031,192868
step,ideal,L4,reform,2032,214149
step,ideal,L4,reform,2033,237221
step,ideal,L4,reform,2034,262218
step,ideal,L4,reform,2035,289283
step,ideal,L4,reform,2036,318570
step,ideal,L4,reform,2037,336581
step,ideal,L4,reform,2038,355612
step,ideal,L4,reform,2039,375718
step,ideal,L4,reform,2040,396962
step,ideal,L_EU,frictionless,2026,192602
step,ideal,L_EU,frictionless,2027,203491
step,ideal,L_EU,frictionless,2028,214997
step,ideal,L_EU,frictionless,2029,227153
step,ideal,L_EU,frictionless,2030,239996
step,ideal,L_EU,frictionless,2031,253566
step,ideal,L_EU,frictionless,2032,267903
step,ideal,L_EU,frictionless,2033,283050
step,ideal,L_EU,frictionless,2034,299054
step,ideal,L_EU,frictionless,2035,315963
step,ideal,L_EU,frictionless,2036,333827
step,ideal,L_EU,frictionless,2037,352702
step,ideal,L_EU,frictionless,2038,372644
step,ideal,L_EU,frictionless,2039,393714
step,ideal,L_EU,frictionless,2040,415975
step,ideal,L_EU,noresponse,2026,125773
step,ideal,L_EU,noresponse,2027,132885
step,ideal,L_EU,noresponse,2028,140398
step,ideal,L_EU,noresponse,2029,148336
step,ideal,L_EU,noresponse,2030,156723
step,ideal,L_EU,noresponse,2031,165585
step,ideal,L_EU,noresponse,2032,174947
step,ideal,L_EU,noresponse,2033,184838
step,ideal,L_EU,noresponse,2034,195289
step,ideal,L_EU,noresponse,2035,206331
step,ideal,L_EU,noresponse,2036,217997
step,ideal,L_EU,noresponse,2037,230323
step,ideal,L_EU,noresponse,2038,243345
step,ideal,L_EU,noresponse,2039,257104
step,ideal,L_EU,noresponse,2040,271641
step,ideal,L_EU,perverse,2026,109066
step,ideal,L_EU,perverse,2027,115234
step,ideal,L_EU,perverse,2028,121748
step,ideal,L_EU,perverse,2029,128632
step,ideal,L_EU,perverse,2030,135905
step,ideal,L_EU,perverse,2031,143590
step,ideal,L_EU,perverse,2032,151708
step,ideal,L_EU,perverse,2033,160285
step,ideal,L_EU,perverse,2034,169348
step,ideal,L_EU,perverse,2035,178923
step,ideal,L_EU,perverse,2036,189040
step,ideal,L_EU,perverse,2037,199728
step,ideal,L_EU,perverse,2038,211020
step,ideal,L_EU,perverse,2039,222952
step,ideal,L_EU,perverse,2040,235558
step,ideal,L_EU,perverse_low,2026,92358
step,ideal,L_EU,perverse_low,2027,97582
step,ideal,L_EU,perverse_low,2028,103098
step,ideal,L_EU,perverse_low,2029,108928
step,ideal,L_EU,perverse_low,2030,115086
step,ideal,L_EU,perverse_low,2031,121594
step,ideal,L_EU,perverse_low,2032,128469
step,ideal,L_EU,perverse_low,2033,135732
step,ideal,L_EU,perverse_low,2034,143406
step,ideal,L_EU,perverse_low,2035,151515
step,ideal,L_EU,perverse_low,2036,160082
step,ideal,L_EU,perverse_low,2037,169134
step,ideal,L_EU,perverse_low,2038,178696
step,ideal,L_EU,perverse_low,2039,188799
step,ideal,L_EU,perverse_low,2040,199474
step,ideal,L_EU,reform,2026,109066
step,ideal,L_EU,reform,2027,123177
step,ideal,L_EU,reform,2028,138533
step,ideal,L_EU,reform,2029,155232
step,ideal,L_EU,reform,2030,173378
step,ideal,L_EU,reform,2031,193079
step,ideal,L_EU,reform,2032,214453
step,ideal,L_EU,reform,2033,237627
step,ideal,L_EU,reform,2034,262736
step,ideal,L_EU,reform,2035,289925
step,ideal,L_EU,reform,2036,319348
step,ideal,L_EU,reform,2037,337405
step,ideal,L_EU,reform,2038,356482
step,ideal,L_EU,reform,2039,376638
step,ideal,L_EU,reform,2040,397933
step,ideal,L_C,frictionless,2026,131611
step,ideal,L_C,frictionless,2027,139053
step,ideal,L_C,frictionless,2028,146915
step,ideal,L_C,frictionless,2029,155221
step,ideal,L_C,frictionless,2030,163998
step,ideal,L_C,frictionless,2031,173270
step,ideal,L_C,frictionless,2032,183067
step,ideal,L_C,frictionless,2033,193418
step,ideal,L_C,frictionless,2034,204354
step,ideal,L_C,frictionless,2035,215908
step,ideal,L_C,frictionless,2036,228116
step,ideal,L_C,frictionless,2037,241014
step,ideal,L_C,frictionless,2038,254641
step,ideal,L_C,frictionless,2039,269038
step,ideal,L_C,frictionless,2040,284250
step,ideal,L_C,noresponse,2026,125773
step,ideal,L_C,noresponse,2027,132885
step,ideal,L_C,noresponse,2028,140398
step,ideal,L_C,noresponse,2029,148336
step,ideal,L_C,noresponse,2030,156723
step,ideal,L_C,noresponse,2031,165585
step,ideal,L_C,noresponse,2032,174947
step,ideal,L_C,noresponse,2033,184838
step,ideal,L_C,noresponse,2034,195289
step,ideal,L_C,noresponse,2035,206331
step,ideal,L_C,noresponse,2036,217997
step,ideal,L_C,noresponse,2037,230323
step,ideal,L_C,noresponse,2038,243345
step,ideal,L_C,noresponse,2039,257104
step,ideal,L_C,noresponse,2040,271641
step,ideal,L_C,perverse,2026,124314
step,ideal,L_C,perverse,2027,131343
step,ideal,L_C,perverse,2028,138769
step,ideal,L_C,perverse,2029,146615
step,ideal,L_C,perverse,2030,154904
step,ideal,L_C,perverse,2031,163664
step,ideal,L_C,perverse,2032,172917
step,ideal,L_C,perverse,2033,182693
step,ideal,L_C,perverse,2034,193023
step,ideal,L_C,perverse,2035,203937
step,ideal,L_C,perverse,2036,215467
step,ideal,L_C,perverse,2037,227650
step,ideal,L_C,perverse,2038,240521
step,ideal,L_C,perverse,2039,254120
step,ideal,L_C,perverse,2040,268489
step,ideal,L_C,perverse_low,2026,122854
step,ideal,L_C,perverse_low,2027,129801
step,ideal,L_C,perverse_low,2028,137140
step,ideal,L_C,perverse_low,2029,144894
step,ideal,L_C,perverse_low,2030,153086
step,ideal,L_C,perverse_low,2031,161742
step,ideal,L_C,perverse_low,2032,170887
step,ideal,L_C,perverse_low,2033,180548
step,ideal,L_C,perverse_low,2034,190756
step,ideal,L_C,perverse_low,2035,201542
step,ideal,L_C,perverse_low,2036,212938
step,ideal,L_C,perverse_low,2037,224978
step,ideal,L_C,perverse_low,2038,237697
step,ideal,L_C,perverse_low,2039,251137
step,ideal,L_C,perverse_low,2040,265336
step,ideal,L_C,reform,2026,124314
step,ideal,L_C,reform,2027,132037
step,ideal,L_C,reform,2028,140235
step,ideal,L_C,reform,2029,148938
step,ideal,L_C,reform,2030,158178
step,ideal,L_C,reform,2031,167987
step,ideal,L_C,reform,2032,178398
step,ideal,L_C,reform,2033,189450
step,ideal,L_C,reform,2034,201181
step,ideal,L_C,reform,2035,213633
step,ideal,L_C,reform,2036,226851
step,ideal,L_C,reform,2037,239678
step,ideal,L_C,reform,2038,253229
step,ideal,L_C,reform,2039,267546
step,ideal,L_C,reform,2040,282674
step,ideal,L_QB,frictionless,2026,193619
step,ideal,L_QB,frictionless,2027,204567
step,ideal,L_QB,frictionless,2028,216133
step,ideal,L_QB,frictionless,2029,228353
step,ideal,L_QB,frictionless,2030,241264
step,ideal,L_QB,frictionless,2031,254906
step,ideal,L_QB,frictionless,2032,269318
step,ideal,L_QB,frictionless,2033,284546
step,ideal,L_QB,frictionless,2034,300634
step,ideal,L_QB,frictionless,2035,317632
step,ideal,L_QB,frictionless,2036,335591
step,ideal,L_QB,frictionless,2037,354566
step,ideal,L_QB,frictionless,2038,374613
step,ideal,L_QB,frictionless,2039,395794
step,ideal,L_QB,frictionless,2040,50000000
step,ideal,L_QB,noresponse,2026,125773
step,ideal,L_QB,noresponse,2027,132885
step,ideal,L_QB,noresponse,2028,140398
step,ideal,L_QB,noresponse,2029,148336
step,ideal,L_QB,noresponse,2030,156723
step,ideal,L_QB,noresponse,2031,165585
step,ideal,L_QB,noresponse,2032,174947
step,ideal,L_QB,noresponse,2033,184838
step,ideal,L_QB,noresponse,2034,195289
step,ideal,L_QB,noresponse,2035,206331
step,ideal,L_QB,noresponse,2036,217997
step,ideal,L_QB,noresponse,2037,230323
step,ideal,L_QB,noresponse,2038,243345
step,ideal,L_QB,noresponse,2039,257104
step,ideal,L_QB,noresponse,2040,271641
step,ideal,L_QB,perverse,2026,108812
step,ideal,L_QB,perverse,2027,114964
step,ideal,L_QB,perverse,2028,121464
step,ideal,L_QB,perverse,2029,128332
step,ideal,L_QB,perverse,2030,135588
step,ideal,L_QB,perverse,2031,143255
step,ideal,L_QB,perverse,2032,151354
step,ideal,L_QB,perverse,2033,159911
step,ideal,L_QB,perverse,2034,168953
step,ideal,L_QB,perverse,2035,178506
step,ideal,L_QB,perverse,2036,188598
step,ideal,L_QB,perverse,2037,199262
step,ideal,L_QB,perverse,2038,210528
step,ideal,L_QB,perverse,2039,222432
step,ideal,L_QB,perverse,2040,-12160449
step,ideal,L_QB,perverse_low,2026,91850
step,ideal,L_QB,perverse_low,2027,97044
step,ideal,L_QB,perverse_low,2028,102530
step,ideal,L_QB,perverse_low,2029,108328
step,ideal,L_QB,perverse_low,2030,114452
step,ideal,L_QB,perverse_low,2031,120924
step,ideal,L_QB,perverse_low,2032,127762
step,ideal,L_QB,perverse_low,2033,134984
step,ideal,L_QB,perverse_low,2034,142616
step,ideal,L_QB,perverse_low,2035,150680
step,ideal,L_QB,perverse_low,2036,159200
step,ideal,L_QB,perverse_low,2037,168202
step,ideal,L_QB,perverse_low,2038,177711
step,ideal,L_QB,perverse_low,2039,187759
step,ideal,L_QB,perverse_low,2040,-24592538
step,ideal,L_QB,reform,2026,108812
step,ideal,L_QB,reform,2027,123029
step,ideal,L_QB,reform,2028,138505
step,ideal,L_QB,reform,2029,155337
step,ideal,L_QB,reform,2030,173631
step,ideal,L_QB,reform,2031,193498
step,ideal,L_QB,reform,2032,215055
step,ideal,L_QB,reform,2033,238431
step,ideal,L_QB,reform,2034,263763
step,ideal,L_QB,reform,2035,291198
step,ideal,L_QB,reform,2036,320892
step,ideal,L_QB,reform,2037,339036
step,ideal,L_QB,reform,2038,358204
step,ideal,L_QB,reform,2039,378458
step,ideal,L_QB,reform,2040,43783955
exponential,base,L1,frictionless,2026,10336
exponential,base,L1,frictionless,2027,10920
exponential,base,L1,frictionless,2028,11538
exponential,base,L1,frictionless,2029,12190
exponential,base,L1,frictionless,2030,12879
exponential,base,L1,frictionless,2031,11216
exponential,base,L1,frictionless,2032,11324
exponential,base,L1,frictionless,2033,11548
exponential,base,L1,frictionless,2034,12201
exponential,base,L1,frictionless,2035,12890
exponential,base,L1,frictionless,2036,13619
exponential,base,L1,frictionless,2037,14389
exponential,base,L1,frictionless,2038,14575
exponential,base,L1,frictionless,2039,14649
exponential,base,L1,frictionless,2040,14715
exponential,base,L1,noresponse,2026,9077
exponential,base,L1,noresponse,2027,9591
exponential,base,L1,noresponse,2028,10133
exponential,base,L1,noresponse,2029,10706
exponential,base,L1,noresponse,2030,11311
exponential,base,L1,noresponse,2031,11951
exponential,base,L1,noresponse,2032,12626
exponential,base,L1,noresponse,2033,13340
exponential,base,L1,noresponse,2034,14095
exponential,base,L1,noresponse,2035,14300
exponential,base,L1,noresponse,2036,14400
exponential,base,L1,noresponse,2037,14492
exponential,base,L1,noresponse,2038,14575
exponential,base,L1,noresponse,2039,14649
exponential,base,L1,noresponse,2040,14715
exponential,base,L1,perverse,2026,8762
exponential,base,L1,perverse,2027,9259
exponential,base,L1,perverse,2028,9782
exponential,base,L1,perverse,2029,10335
exponential,base,L1,perverse,2030,10919
exponential,base,L1,perverse,2031,12135
exponential,base,L1,perverse,2032,12952
exponential,base,L1,perverse,2033,13788
exponential,base,L1,perverse,2034,14568
exponential,base,L1,perverse,2035,14652
exponential,base,L1,perverse,2036,14595
exponential,base,L1,perverse,2037,14518
exponential,base,L1,perverse,2038,14575
exponential,base,L1,perverse,2039,14649
exponential,base,L1,perverse,2040,14715
exponential,base,L1,perverse_low,2026,8448
exponential,base,L1,perverse_low,2027,8926
exponential,base,L1,perverse_low,2028,9430
exponential,base,L1,perverse_low,2029,9964
exponential,base,L1,perverse_low,2030,10527
exponential,base,L1,perverse_low,2031,12318
exponential,base,L1,perverse_low,2032,13277
exponential,base,L1,perverse_low,2033,14236
exponential,base,L1,perverse_low,2034,15042
exponential,base,L1,perverse_low,2035,15005
exponential,base,L1,perverse_low,2036,14790
exponential,base,L1,perverse_low,2037,14544
exponential,base,L1,perverse_low,2038,14575
exponential,base,L1,perverse_low,2039,14649
exponential,base,L1,perverse_low,2040,14715
exponential,base,L1,reform,2026,8762
exponential,base,L1,reform,2027,9408
exponential,base,L1,reform,2028,10098
exponential,base,L1,reform,2029,10836
exponential,base,L1,reform,2030,11625
exponential,base,L1,reform,2031,11721
exponential,base,L1,reform,2032,12073
exponential,base,L1,reform,2033,12377
exponential,base,L1,reform,2034,12864
exponential,base,L1,reform,2035,13225
exponential,base,L1,reform,2036,13717
exponential,base,L1,reform,2037,14402
exponential,base,L1,reform,2038,14575
exponential,base,L1,reform,2039,14649
exponential,base,L1,reform,2040,14715
exponential,base,L2,frictionless,2026,10484
exponential,base,L2,frictionless,2027,11076
exponential,base,L2,frictionless,2028,11703
exponential,base,L2,frictionless,2029,12364
exponential,base,L2,frictionless,2030,13064
exponential,base,L2,frictionless,2031,11216
exponential,base,L2,frictionless,2032,11324
exponential,base,L2,frictionless,2033,11426
exponential,base,L2,frictionless,2034,12021
exponential,base,L2,frictionless,2035,12701
exponential,base,L2,frictionless,2036,13419
exponential,base,L2,frictionless,2037,14178
exponential,base,L2,frictionless,2038,14575
exponential,base,L2,frictionless,2039,14649
exponential,base,L2,frictionless,2040,14715
exponential,base,L2,noresponse,2026,9077
exponential,base,L2,noresponse,2027,9591
exponential,base,L2,noresponse,2028,10133
exponential,base,L2,noresponse,2029,10706
exponential,base,L2,noresponse,2030,11311
exponential,base,L2,noresponse,2031,11951
exponential,base,L2,noresponse,2032,12626
exponential,base,L2,noresponse,2033,13340
exponential,base,L2,noresponse,2034,14095
exponential,base,L2,noresponse,2035,14300
exponential,base,L2,noresponse,2036,14400
exponential,base,L2,noresponse,2037,14492
exponential,base,L2,noresponse,2038,14575
exponential,base,L2,noresponse,2039,14649
exponential,base,L2,noresponse,2040,14715
exponential,base,L2,perverse,2026,8725
exponential,base,L2,perverse,2027,9220
exponential,base,L2,perverse,2028,9740
exponential,base,L2,perverse,2029,10292
exponential,base,L2,perverse,2030,10873
exponential,base,L2,perverse,2031,12135
exponential,base,L2,perverse,2032,12952
exponential,base,L2,perverse,2033,13818
exponential,base,L2,perverse,2034,14614
exponential,base,L2,perverse,2035,14700
exponential,base,L2,perverse,2036,14645
exponential,base,L2,perverse,2037,14570
exponential,base,L2,perverse,2038,14575
exponential,base,L2,perverse,2039,14649
exponential,base,L2,perverse,2040,14715
exponential,base,L2,perverse_low,2026,8374
exponential,base,L2,perverse_low,2027,8848
exponential,base,L2,perverse_low,2028,9348
exponential,base,L2,perverse_low,2029,9877
exponential,base,L2,perverse_low,2030,10434
exponential,base,L2,perverse_low,2031,12318
exponential,base,L2,perverse_low,2032,13277
exponential,base,L2,perverse_low,2033,14297
exponential,base,L2,perverse_low,2034,15132
exponential,base,L2,perverse_low,2035,15100
exponential,base,L2,perverse_low,2036,14890
exponential,base,L2,perverse_low,2037,14649
exponential,base,L2,perverse_low,2038,14575
exponential,base,L2,perverse_low,2039,14649
exponential,base,L2,perverse_low,2040,14715
exponential,base,L2,reform,2026,8725
exponential,base,L2,reform,2027,9387
exponential,base,L2,reform,2028,10094
exponential,base,L2,reform,2029,10851
exponential,base,L2,reform,2030,11662
exponential,base,L2,reform,2031,11721
exponential,base,L2,reform,2032,12073
exponential,base,L2,reform,2033,12311
exponential,base,L2,reform,2034,12747
exponential,base,L2,reform,2035,13081
exponential,base,L2,reform,2036,13542
exponential,base,L2,reform,2037,14217
exponential,base,L2,reform,2038,14575
exponential,base,L2,reform,2039,14649
exponential,base,L2,reform,2040,14715
exponential,base,L3,frictionless,2026,10710
exponential,base,L3,frictionless,2027,11316
exponential,base,L3,frictionless,2028,11955
exponential,base,L3,frictionless,2029,12631
exponential,base,L3,frictionless,2030,13346
exponential,base,L3,frictionless,2031,11216
exponential,base,L3,frictionless,2032,11324
exponential,base,L3,frictionless,2033,11426
exponential,base,L3,frictionless,2034,11710
exponential,base,L3,frictionless,2035,12372
exponential,base,L3,frictionless,2036,13071
exponential,base,L3,frictionless,2037,13810
exponential,base,L3,frictionless,2038,14575
exponential,base,L3,frictionless,2039,14649
exponential,base,L3,frictionless,2040,14715
exponential,base,L3,noresponse,2026,9077
exponential,base,L3,noresponse,2027,9591
exponential,base,L3,noresponse,2028,10133
exponential,base,L3,noresponse,2029,10706
exponential,base,L3,noresponse,2030,11311
exponential,base,L3,noresponse,2031,11951
exponential,base,L3,noresponse,2032,12626
exponential,base,L3,noresponse,2033,13340
exponential,base,L3,noresponse,2034,14095
exponential,base,L3,noresponse,2035,14300
exponential,base,L3,noresponse,2036,14400
exponential,base,L3,noresponse,2037,14492
exponential,base,L3,noresponse,2038,14575
exponential,base,L3,noresponse,2039,14649
exponential,base,L3,noresponse,2040,14715
exponential,base,L3,perverse,2026,8669
exponential,base,L3,perverse,2027,9160
exponential,base,L3,perverse,2028,9678
exponential,base,L3,perverse,2029,10225
exponential,base,L3,perverse,2030,10802
exponential,base,L3,perverse,2031,12135
exponential,base,L3,perverse,2032,12952
exponential,base,L3,perverse,2033,13818
exponential,base,L3,perverse,2034,14691
exponential,base,L3,perverse,2035,14782
exponential,base,L3,perverse,2036,14732
exponential,base,L3,perverse,2037,14662
exponential,base,L3,perverse,2038,14575
exponential,base,L3,perverse,2039,14649
exponential,base,L3,perverse,2040,14715
exponential,base,L3,perverse_low,2026,8260
exponential,base,L3,perverse_low,2027,8728
exponential,base,L3,perverse_low,2028,9222
exponential,base,L3,perverse_low,2029,9744
exponential,base,L3,perverse_low,2030,10294
exponential,base,L3,perverse_low,2031,12318
exponential,base,L3,perverse_low,2032,13277
exponential,base,L3,perverse_low,2033,14297
exponential,base,L3,perverse_low,2034,15288
exponential,base,L3,perverse_low,2035,15264
exponential,base,L3,perverse_low,2036,15064
exponential,base,L3,perverse_low,2037,14833
exponential,base,L3,perverse_low,2038,14575
exponential,base,L3,perverse_low,2039,14649
exponential,base,L3,perverse_low,2040,14715
exponential,base,L3,reform,2026,8669
exponential,base,L3,reform,2027,9354
exponential,base,L3,reform,2028,10087
exponential,base,L3,reform,2029,10874
exponential,base,L3,reform,2030,11718
exponential,base,L3,reform,2031,11721
exponential,base,L3,reform,2032,12073
exponential,base,L3,reform,2033,12311
exponential,base,L3,reform,2034,12545
exponential,base,L3,reform,2035,12830
exponential,base,L3,reform,2036,13237
exponential,base,L3,reform,2037,13895
exponential,base,L3,reform,2038,14575
exponential,base,L3,reform,2039,14649
exponential,base,L3,reform,2040,14715
exponential,base,L3C,frictionless,2026,10710
exponential,base,L3C,frictionless,2027,11316
exponential,base,L3C,frictionless,2028,11955
exponential,base,L3C,frictionless,2029,12631
exponential,base,L3C,frictionless,2030,13346
exponential,base,L3C,frictionless,2031,11216
exponential,base,L3C,frictionless,2032,11324
exponential,base,L3C,frictionless,2033,11654
exponential,base,L3C,frictionless,2034,12313
exponential,base,L3C,frictionless,2035,13009
exponential,base,L3C,frictionless,2036,13744
exponential,base,L3C,frictionless,2037,14492
exponential,base,L3C,frictionless,2038,14575
exponential,base,L3C,frictionless,2039,14649
exponential,base,L3C,frictionless,2040,14715
exponential,base,L3C,noresponse,2026,9077
exponential,base,L3C,noresponse,2027,9591
exponential,base,L3C,noresponse,2028,10133
exponential,base,L3C,noresponse,2029,10706
exponential,base,L3C,noresponse,2030,11311
exponential,base,L3C,noresponse,2031,11951
exponential,base,L3C,noresponse,2032,12626
exponential,base,L3C,noresponse,2033,13340
exponential,base,L3C,noresponse,2034,14095
exponential,base,L3C,noresponse,2035,14300
exponential,base,L3C,noresponse,2036,14400
exponential,base,L3C,noresponse,2037,14492
exponential,base,L3C,noresponse,2038,14575
exponential,base,L3C,noresponse,2039,14649
exponential,base,L3C,noresponse,2040,14715
exponential,base,L3C,perverse,2026,8669
exponential,base,L3C,perverse,2027,9160
exponential,base,L3C,perverse,2028,9678
exponential,base,L3C,perverse,2029,10225
exponential,base,L3C,perverse,2030,10802
exponential,base,L3C,perverse,2031,12135
exponential,base,L3C,perverse,2032,12952
exponential,base,L3C,perverse,2033,13762
exponential,base,L3C,perverse,2034,14540
exponential,base,L3C,perverse,2035,14623
exponential,base,L3C,perverse,2036,14564
exponential,base,L3C,perverse,2037,14492
exponential,base,L3C,perverse,2038,14575
exponential,base,L3C,perverse,2039,14649
exponential,base,L3C,perverse,2040,14715
exponential,base,L3C,perverse_low,2026,8260
exponential,base,L3C,perverse_low,2027,8728
exponential,base,L3C,perverse_low,2028,9222
