macc_mode,anchor,auction_lever,floor_id,auction_ratio,year,kau_krw,floor_krw,defended,abate_Mt,withhold_capacity_Mt,cbam_cost_trillion
exponential,static,A_cur,M_high,0.15,2029,24974,38929,False,128.8,68.0,2.048
exponential,static,A_cur,M_high,0.15,2030,27000,43571,False,138.5,65.2,2.315
exponential,static,A_cur,M_high,0.15,2031,26909,48214,False,140.5,63.9,2.683
exponential,static,A_cur,M_high,0.15,2032,26808,52857,False,142.3,62.7,3.052
exponential,static,A_cur,M_high,0.15,2033,26699,57500,False,144.2,61.4,3.42
exponential,static,A_cur,M_high,0.15,2034,26580,62143,False,146.0,60.2,3.789
exponential,static,A_cur,M_high,0.15,2035,26448,66786,False,147.7,59.0,4.158
exponential,static,A_cur,M_high,0.15,2036,26306,71429,False,149.5,57.8,4.527
exponential,static,A_cur,M_high,0.15,2037,26157,76071,False,151.2,56.6,4.896
exponential,static,A_cur,M_high,0.15,2038,25999,80714,False,152.8,55.5,5.265
exponential,static,A_cur,M_high,0.15,2039,25831,85357,False,154.4,54.4,5.634
exponential,static,A_cur,M_high,0.15,2040,25655,90000,False,156.0,53.3,6.004
exponential,static,A_cur,M_max,0.15,2026,19911,40000,False,100.4,76.0,1.575
exponential,static,A_cur,M_max,0.15,2027,21448,47857,False,109.8,73.3,1.69
exponential,static,A_cur,M_max,0.15,2028,23128,55714,False,119.2,70.7,1.824
exponential,static,A_cur,M_max,0.15,2029,24974,63571,False,128.8,68.0,2.048
exponential,static,A_cur,M_max,0.15,2030,27000,71429,False,138.5,65.2,2.315
exponential,static,A_cur,M_max,0.15,2031,26909,79286,False,140.5,63.9,2.683
exponential,static,A_cur,M_max,0.15,2032,26808,87143,False,142.3,62.7,3.052
exponential,static,A_cur,M_max,0.15,2033,26699,95000,False,144.2,61.4,3.42
exponential,static,A_cur,M_max,0.15,2034,26580,102857,False,146.0,60.2,3.789
exponential,static,A_cur,M_max,0.15,2035,26448,110714,False,147.7,59.0,4.158
exponential,static,A_cur,M_max,0.15,2036,26306,118571,False,149.5,57.8,4.527
exponential,static,A_cur,M_max,0.15,2037,26157,126429,False,151.2,56.6,4.896
exponential,static,A_cur,M_max,0.15,2038,25999,134286,False,152.8,55.5,5.265
exponential,static,A_cur,M_max,0.15,2039,25831,142143,False,154.4,54.4,5.634
exponential,static,A_cur,M_max,0.15,2040,25655,150000,False,156.0,53.3,6.004
exponential,static,A30,M0,0.3,2026,8860,0,True,24.3,152.1,1.744
exponential,static,A30,M0,0.3,2027,9929,0,True,36.4,146.7,1.866
exponential,static,A30,M0,0.3,2028,11073,0,True,48.6,141.3,2.009
exponential,static,A30,M0,0.3,2029,12298,0,True,60.9,135.9,2.242
exponential,static,A30,M0,0.3,2030,13675,0,True,73.3,130.5,2.519
exponential,static,A30,M0,0.3,2031,13816,0,True,76.5,127.9,2.884
exponential,static,A30,M0,0.3,2032,13949,0,True,79.7,125.3,3.248
exponential,static,A30,M0,0.3,2033,14075,0,True,82.8,122.8,3.613
exponential,static,A30,M0,0.3,2034,14192,0,True,85.8,120.4,3.978
exponential,static,A30,M0,0.3,2035,14300,0,True,88.8,118.0,4.343
exponential,static,A30,M0,0.3,2036,14400,0,True,91.7,115.6,4.709
exponential,static,A30,M0,0.3,2037,14492,0,True,94.5,113.3,5.074
exponential,static,A30,M0,0.3,2038,14575,0,True,97.3,111.0,5.439
exponential,static,A30,M0,0.3,2039,14649,0,True,100.0,108.8,5.805
exponential,static,A30,M0,0.3,2040,14715,0,True,102.7,106.6,6.171
exponential,static,A30,M_mid,0.3,2026,15000,15000,True,73.2,152.1,1.651
exponential,static,A30,M_mid,0.3,2027,17500,17500,True,90.2,146.7,1.75
exponential,static,A30,M_mid,0.3,2028,20000,20000,True,105.3,141.3,1.872
exponential,static,A30,M_mid,0.3,2029,22500,22500,True,118.8,135.9,2.086
exponential,static,A30,M_mid,0.3,2030,25000,25000,True,131.2,130.5,2.346
exponential,static,A30,M_mid,0.3,2031,27500,27500,True,142.5,127.9,2.674
exponential,static,A30,M_mid,0.3,2032,30000,30000,True,153.1,125.3,3.003
exponential,static,A30,M_mid,0.3,2033,32500,32500,True,163.0,122.8,3.332
exponential,static,A30,M_mid,0.3,2034,35000,35000,True,172.4,120.4,3.66
exponential,static,A30,M_mid,0.3,2035,37500,37500,True,181.2,118.0,3.989
exponential,static,A30,M_mid,0.3,2036,40000,40000,True,189.7,115.6,4.317
exponential,static,A30,M_mid,0.3,2037,42500,42500,True,196.8,113.3,4.646
exponential,static,A30,M_mid,0.3,2038,45000,45000,True,202.1,111.0,4.974
exponential,static,A30,M_mid,0.3,2039,47500,47500,True,207.2,108.8,5.303
exponential,static,A30,M_mid,0.3,2040,50000,50000,True,208.2,106.6,5.632
exponential,static,A30,M_high,0.3,2026,25000,25000,True,122.2,152.1,1.498
exponential,static,A30,M_high,0.3,2027,29643,29643,True,140.8,146.7,1.564
exponential,static,A30,M_high,0.3,2028,34286,34286,True,157.0,141.3,1.654
exponential,static,A30,M_high,0.3,2029,38929,38929,True,171.4,135.9,1.835
exponential,static,A30,M_high,0.3,2030,43571,43571,True,184.5,130.5,2.062
exponential,static,A30,M_high,0.3,2031,48214,48214,True,196.4,127.9,2.358
exponential,static,A30,M_high,0.3,2032,52551,52857,False,205.0,125.3,2.658
exponential,static,A30,M_high,0.3,2033,51983,57500,False,205.6,122.8,3.034
exponential,static,A30,M_high,0.3,2034,51444,62143,False,206.2,120.4,3.409
exponential,static,A30,M_high,0.3,2035,50897,66786,False,206.7,118.0,3.784
exponential,static,A30,M_high,0.3,2036,50347,71429,False,207.3,115.6,4.159
exponential,static,A30,M_high,0.3,2037,50286,76071,False,207.8,113.3,4.527
exponential,static,A30,M_high,0.3,2038,51502,80714,False,208.3,111.0,4.875
exponential,static,A30,M_high,0.3,2039,53099,85357,False,208.8,108.8,5.217
exponential,static,A30,M_high,0.3,2040,55259,90000,False,209.3,106.6,5.551
exponential,static,A30,M_max,0.3,2026,40000,40000,True,167.3,152.1,1.268
exponential,static,A30,M_max,0.3,2027,46078,47857,False,183.1,146.7,1.313
exponential,static,A30,M_max,0.3,2028,48335,55714,False,189.9,141.3,1.439
exponential,static,A30,M_max,0.3,2029,50959,63571,False,196.8,135.9,1.651
exponential,static,A30,M_max,0.3,2030,53928,71429,False,203.8,130.5,1.904
exponential,static,A30,M_max,0.3,2031,53143,79286,False,204.4,127.9,2.283
exponential,static,A30,M_max,0.3,2032,52551,87143,False,205.0,125.3,2.658
exponential,static,A30,M_max,0.3,2033,51983,95000,False,205.6,122.8,3.034
exponential,static,A30,M_max,0.3,2034,51444,102857,False,206.2,120.4,3.409
exponential,static,A30,M_max,0.3,2035,50897,110714,False,206.7,118.0,3.784
exponential,static,A30,M_max,0.3,2036,50347,118571,False,207.3,115.6,4.159
exponential,static,A30,M_max,0.3,2037,50286,126429,False,207.8,113.3,4.527
exponential,static,A30,M_max,0.3,2038,51502,134286,False,208.3,111.0,4.875
exponential,static,A30,M_max,0.3,2039,53099,142143,False,208.8,108.8,5.217
exponential,static,A30,M_max,0.3,2040,55259,150000,False,209.3,106.6,5.551
exponential,static,A50,M0,0.5,2026,8860,0,True,24.3,253.5,1.744
exponential,static,A50,M0,0.5,2027,9929,0,True,36.4,244.5,1.866
exponential,static,A50,M0,0.5,2028,11073,0,True,48.6,235.5,2.009
exponential,static,A50,M0,0.5,2029,12298,0,True,60.9,226.5,2.242
exponential,static,A50,M0,0.5,2030,13675,0,True,73.3,217.5,2.519
exponential,static,A50,M0,0.5,2031,13816,0,True,76.5,213.2,2.884
exponential,static,A50,M0,0.5,2032,13949,0,True,79.7,208.9,3.248
exponential,static,A50,M0,0.5,2033,14075,0,True,82.8,204.7,3.613
exponential,static,A50,M0,0.5,2034,14192,0,True,85.8,200.6,3.978
exponential,static,A50,M0,0.5,2035,14300,0,True,88.8,196.6,4.343
exponential,static,A50,M0,0.5,2036,14400,0,True,91.7,192.7,4.709
exponential,static,A50,M0,0.5,2037,14492,0,True,94.5,188.8,5.074
exponential,static,A50,M0,0.5,2038,14575,0,True,97.3,185.0,5.439
exponential,static,A50,M0,0.5,2039,14649,0,True,100.0,181.3,5.805
exponential,static,A50,M0,0.5,2040,14715,0,True,102.7,177.7,6.171
exponential,static,A50,M_mid,0.5,2026,15000,15000,True,73.2,253.5,1.651
exponential,static,A50,M_mid,0.5,2027,17500,17500,True,90.2,244.5,1.75
exponential,static,A50,M_mid,0.5,2028,20000,20000,True,105.3,235.5,1.872
exponential,static,A50,M_mid,0.5,2029,22500,22500,True,118.8,226.5,2.086
exponential,static,A50,M_mid,0.5,2030,25000,25000,True,131.2,217.5,2.346
exponential,static,A50,M_mid,0.5,2031,27500,27500,True,142.5,213.2,2.674
exponential,static,A50,M_mid,0.5,2032,30000,30000,True,153.1,208.9,3.003
exponential,static,A50,M_mid,0.5,2033,32500,32500,True,163.0,204.7,3.332
exponential,static,A50,M_mid,0.5,2034,35000,35000,True,172.4,200.6,3.66
exponential,static,A50,M_mid,0.5,2035,37500,37500,True,181.2,196.6,3.989
exponential,static,A50,M_mid,0.5,2036,40000,40000,True,189.7,192.7,4.317
exponential,static,A50,M_mid,0.5,2037,42500,42500,True,196.8,188.8,4.646
exponential,static,A50,M_mid,0.5,2038,45000,45000,True,202.1,185.0,4.974
exponential,static,A50,M_mid,0.5,2039,47500,47500,True,207.2,181.3,5.303
exponential,static,A50,M_mid,0.5,2040,50000,50000,True,208.2,177.7,5.632
exponential,static,A50,M_high,0.5,2026,25000,25000,True,122.2,253.5,1.498
exponential,static,A50,M_high,0.5,2027,29643,29643,True,140.8,244.5,1.564
exponential,static,A50,M_high,0.5,2028,34286,34286,True,157.0,235.5,1.654
exponential,static,A50,M_high,0.5,2029,38929,38929,True,171.4,226.5,1.835
exponential,static,A50,M_high,0.5,2030,43571,43571,True,184.5,217.5,2.062
exponential,static,A50,M_high,0.5,2031,48214,48214,True,196.4,213.2,2.358
exponential,static,A50,M_high,0.5,2032,52857,52857,True,205.3,208.9,2.654
exponential,static,A50,M_high,0.5,2033,57500,57500,True,208.5,204.7,2.95
exponential,static,A50,M_high,0.5,2034,62143,62143,True,209.3,200.6,3.245
exponential,static,A50,M_high,0.5,2035,66786,66786,True,209.4,196.6,3.541
exponential,static,A50,M_high,0.5,2036,71429,71429,True,209.4,192.7,3.837
exponential,static,A50,M_high,0.5,2037,76071,76071,True,209.4,188.8,4.133
exponential,static,A50,M_high,0.5,2038,80714,80714,True,209.4,185.0,4.429
exponential,static,A50,M_high,0.5,2039,85357,85357,True,209.4,181.3,4.725
exponential,static,A50,M_high,0.5,2040,90000,90000,True,209.4,177.7,5.02
exponential,static,A50,M_max,0.5,2026,40000,40000,True,167.3,253.5,1.268
exponential,static,A50,M_max,0.5,2027,47857,47857,True,186.7,244.5,1.286
exponential,static,A50,M_max,0.5,2028,55714,55714,True,202.0,235.5,1.326
exponential,static,A50,M_max,0.5,2029,63571,63571,True,208.6,226.5,1.458
exponential,static,A50,M_max,0.5,2030,71429,71429,True,209.4,217.5,1.636
exponential,static,A50,M_max,0.5,2031,79286,79286,True,209.4,213.2,1.883
exponential,static,A50,M_max,0.5,2032,87143,87143,True,209.4,208.9,2.13
exponential,static,A50,M_max,0.5,2033,95000,95000,True,209.4,204.7,2.376
exponential,static,A50,M_max,0.5,2034,102857,102857,True,209.4,200.6,2.623
exponential,static,A50,M_max,0.5,2035,110714,110714,True,209.4,196.6,2.87
exponential,static,A50,M_max,0.5,2036,118571,118571,True,209.4,192.7,3.117
exponential,static,A50,M_max,0.5,2037,126429,126429,True,209.4,188.8,3.363
exponential,static,A50,M_max,0.5,2038,134286,134286,True,209.4,185.0,3.61
exponential,static,A50,M_max,0.5,2039,142143,142143,True,209.4,181.3,3.857
exponential,static,A50,M_max,0.5,2040,150000,150000,True,209.4,177.7,4.103
exponential,static,A70,M0,0.7,2026,8860,0,True,24.3,354.9,1.744
exponential,static,A70,M0,0.7,2027,9929,0,True,36.4,342.3,1.866
exponential,static,A70,M0,0.7,2028,11073,0,True,48.6,329.7,2.009
exponential,static,A70,M0,0.7,2029,12298,0,True,60.9,317.1,2.242
exponential,static,A70,M0,0.7,2030,13675,0,True,73.3,304.5,2.519
exponential,static,A70,M0,0.7,2031,13816,0,True,76.5,298.4,2.884
exponential,static,A70,M0,0.7,2032,13949,0,True,79.7,292.4,3.248
exponential,static,A70,M0,0.7,2033,14075,0,True,82.8,286.6,3.613
exponential,static,A70,M0,0.7,2034,14192,0,True,85.8,280.9,3.978
exponential,static,A70,M0,0.7,2035,14300,0,True,88.8,275.2,4.343
exponential,static,A70,M0,0.7,2036,14400,0,True,91.7,269.7,4.709
exponential,static,A70,M0,0.7,2037,14492,0,True,94.5,264.3,5.074
exponential,static,A70,M0,0.7,2038,14575,0,True,97.3,259.1,5.439
exponential,static,A70,M0,0.7,2039,14649,0,True,100.0,253.9,5.805
exponential,static,A70,M0,0.7,2040,14715,0,True,102.7,248.8,6.171
exponential,static,A70,M_mid,0.7,2026,15000,15000,True,73.2,354.9,1.651
exponential,static,A70,M_mid,0.7,2027,17500,17500,True,90.2,342.3,1.75
exponential,static,A70,M_mid,0.7,2028,20000,20000,True,105.3,329.7,1.872
exponential,static,A70,M_mid,0.7,2029,22500,22500,True,118.8,317.1,2.086
exponential,static,A70,M_mid,0.7,2030,25000,25000,True,131.2,304.5,2.346
exponential,static,A70,M_mid,0.7,2031,27500,27500,True,142.5,298.4,2.674
exponential,static,A70,M_mid,0.7,2032,30000,30000,True,153.1,292.4,3.003
exponential,static,A70,M_mid,0.7,2033,32500,32500,True,163.0,286.6,3.332
exponential,static,A70,M_mid,0.7,2034,35000,35000,True,172.4,280.9,3.66
exponential,static,A70,M_mid,0.7,2035,37500,37500,True,181.2,275.2,3.989
exponential,static,A70,M_mid,0.7,2036,40000,40000,True,189.7,269.7,4.317
exponential,static,A70,M_mid,0.7,2037,42500,42500,True,196.8,264.3,4.646
exponential,static,A70,M_mid,0.7,2038,45000,45000,True,202.1,259.1,4.974
exponential,static,A70,M_mid,0.7,2039,47500,47500,True,207.2,253.9,5.303
exponential,static,A70,M_mid,0.7,2040,50000,50000,True,208.2,248.8,5.632
exponential,static,A70,M_high,0.7,2026,25000,25000,True,122.2,354.9,1.498
exponential,static,A70,M_high,0.7,2027,29643,29643,True,140.8,342.3,1.564
exponential,static,A70,M_high,0.7,2028,34286,34286,True,157.0,329.7,1.654
exponential,static,A70,M_high,0.7,2029,38929,38929,True,171.4,317.1,1.835
exponential,static,A70,M_high,0.7,2030,43571,43571,True,184.5,304.5,2.062
exponential,static,A70,M_high,0.7,2031,48214,48214,True,196.4,298.4,2.358
exponential,static,A70,M_high,0.7,2032,52857,52857,True,205.3,292.4,2.654
exponential,static,A70,M_high,0.7,2033,57500,57500,True,208.5,286.6,2.95
exponential,static,A70,M_high,0.7,2034,62143,62143,True,209.3,280.9,3.245
exponential,static,A70,M_high,0.7,2035,66786,66786,True,209.4,275.2,3.541
exponential,static,A70,M_high,0.7,2036,71429,71429,True,209.4,269.7,3.837
exponential,static,A70,M_high,0.7,2037,76071,76071,True,209.4,264.3,4.133
exponential,static,A70,M_high,0.7,2038,80714,80714,True,209.4,259.1,4.429
exponential,static,A70,M_high,0.7,2039,85357,85357,True,209.4,253.9,4.725
exponential,static,A70,M_high,0.7,2040,90000,90000,True,209.4,248.8,5.02
exponential,static,A70,M_max,0.7,2026,40000,40000,True,167.3,354.9,1.268
exponential,static,A70,M_max,0.7,2027,47857,47857,True,186.7,342.3,1.286
exponential,static,A70,M_max,0.7,2028,55714,55714,True,202.0,329.7,1.326
exponential,static,A70,M_max,0.7,2029,63571,63571,True,208.6,317.1,1.458
exponential,static,A70,M_max,0.7,2030,71429,71429,True,209.4,304.5,1.636
exponential,static,A70,M_max,0.7,2031,79286,79286,True,209.4,298.4,1.883
exponential,static,A70,M_max,0.7,2032,87143,87143,True,209.4,292.4,2.13
exponential,static,A70,M_max,0.7,2033,95000,95000,True,209.4,286.6,2.376
exponential,static,A70,M_max,0.7,2034,102857,102857,True,209.4,280.9,2.623
exponential,static,A70,M_max,0.7,2035,110714,110714,True,209.4,275.2,2.87
exponential,static,A70,M_max,0.7,2036,118571,118571,True,209.4,269.7,3.117
exponential,static,A70,M_max,0.7,2037,126429,126429,True,209.4,264.3,3.363
exponential,static,A70,M_max,0.7,2038,134286,134286,True,209.4,259.1,3.61
exponential,static,A70,M_max,0.7,2039,142143,142143,True,209.4,253.9,3.857
exponential,static,A70,M_max,0.7,2040,150000,150000,True,209.4,248.8,4.103
