macc_mode,anchor,auction_lever,floor_id,auction_ratio,year,kau_krw,floor_krw,defended,abate_Mt,withhold_capacity_Mt,cbam_cost_trillion
step,static,A70,M0,0.7,2029,38197,0,True,60.9,317.1,1.846
step,static,A70,M0,0.7,2030,54199,0,True,73.3,304.5,1.9
step,static,A70,M0,0.7,2031,54349,0,True,76.5,298.4,2.264
step,static,A70,M0,0.7,2032,54497,0,True,79.7,292.4,2.629
step,static,A70,M0,0.7,2033,54642,0,True,82.8,286.6,2.993
step,static,A70,M0,0.7,2034,54783,0,True,85.8,280.9,3.358
step,static,A70,M0,0.7,2035,54922,0,True,88.8,275.2,3.723
step,static,A70,M0,0.7,2036,61544,0,True,91.7,269.7,3.988
step,static,A70,M0,0.7,2037,70817,0,True,94.5,264.3,4.213
step,static,A70,M0,0.7,2038,69688,0,True,97.3,259.1,4.597
step,static,A70,M0,0.7,2039,68569,0,True,100.0,253.9,4.981
step,static,A70,M0,0.7,2040,67461,0,True,102.7,248.8,5.365
step,static,A70,M_mid,0.7,2026,15000,15000,True,40.1,354.9,1.651
step,static,A70,M_mid,0.7,2027,17500,17500,True,40.1,342.3,1.75
step,static,A70,M_mid,0.7,2028,34217,20000,True,48.6,329.7,1.655
step,static,A70,M_mid,0.7,2029,38197,22500,True,60.9,317.1,1.846
step,static,A70,M_mid,0.7,2030,54199,25000,True,73.3,304.5,1.9
step,static,A70,M_mid,0.7,2031,54349,27500,True,76.5,298.4,2.264
step,static,A70,M_mid,0.7,2032,54497,30000,True,79.7,292.4,2.629
step,static,A70,M_mid,0.7,2033,54642,32500,True,82.8,286.6,2.993
step,static,A70,M_mid,0.7,2034,54783,35000,True,85.8,280.9,3.358
step,static,A70,M_mid,0.7,2035,54922,37500,True,88.8,275.2,3.723
step,static,A70,M_mid,0.7,2036,61544,40000,True,91.7,269.7,3.988
step,static,A70,M_mid,0.7,2037,70817,42500,True,94.5,264.3,4.213
step,static,A70,M_mid,0.7,2038,69688,45000,True,97.3,259.1,4.597
step,static,A70,M_mid,0.7,2039,68569,47500,True,100.0,253.9,4.981
step,static,A70,M_mid,0.7,2040,67461,50000,True,102.7,248.8,5.365
step,static,A70,M_high,0.7,2026,25000,25000,True,43.4,354.9,1.498
step,static,A70,M_high,0.7,2027,29643,29643,True,43.4,342.3,1.564
step,static,A70,M_high,0.7,2028,34286,34286,True,49.5,329.7,1.654
step,static,A70,M_high,0.7,2029,38929,38929,True,61.1,317.1,1.835
step,static,A70,M_high,0.7,2030,54199,43571,True,73.3,304.5,1.9
step,static,A70,M_high,0.7,2031,54349,48214,True,76.5,298.4,2.264
step,static,A70,M_high,0.7,2032,54497,52857,True,79.7,292.4,2.629
step,static,A70,M_high,0.7,2033,57500,57500,True,90.4,286.6,2.95
step,static,A70,M_high,0.7,2034,62143,62143,True,92.7,280.9,3.245
step,static,A70,M_high,0.7,2035,66786,66786,True,92.7,275.2,3.541
step,static,A70,M_high,0.7,2036,71429,71429,True,92.7,269.7,3.837
step,static,A70,M_high,0.7,2037,76071,76071,True,106.4,264.3,4.133
step,static,A70,M_high,0.7,2038,80714,80714,True,106.4,259.1,4.429
step,static,A70,M_high,0.7,2039,85357,85357,True,126.9,253.9,4.725
step,static,A70,M_high,0.7,2040,90000,90000,True,147.3,248.8,5.02
step,static,A70,M_max,0.7,2026,40000,40000,True,61.1,354.9,1.268
step,static,A70,M_max,0.7,2027,47857,47857,True,61.1,342.3,1.286
step,static,A70,M_max,0.7,2028,55714,55714,True,90.4,329.7,1.326
step,static,A70,M_max,0.7,2029,63571,63571,True,92.7,317.1,1.458
step,static,A70,M_max,0.7,2030,71429,71429,True,92.7,304.5,1.636
step,static,A70,M_max,0.7,2031,79286,79286,True,92.7,298.4,1.883
step,static,A70,M_max,0.7,2032,87143,87143,True,108.4,292.4,2.13
step,static,A70,M_max,0.7,2033,95000,95000,True,110.4,286.6,2.376
step,static,A70,M_max,0.7,2034,102857,102857,True,123.1,280.9,2.623
step,static,A70,M_max,0.7,2035,110714,110714,True,127.8,275.2,2.87
step,static,A70,M_max,0.7,2036,118571,118571,True,133.3,269.7,3.117
step,static,A70,M_max,0.7,2037,126429,126429,True,138.6,264.3,3.363
step,static,A70,M_max,0.7,2038,134286,134286,True,143.0,259.1,3.61
step,static,A70,M_max,0.7,2039,142143,142143,True,150.2,253.9,3.857
step,static,A70,M_max,0.7,2040,150000,150000,True,164.8,248.8,4.103
exponential,hotelling,A_cur,M0,0.15,2026,8841,0,True,24.2,76.0,1.745
exponential,hotelling,A_cur,M0,0.15,2027,9341,0,True,31.0,73.3,1.875
exponential,hotelling,A_cur,M0,0.15,2028,9869,0,True,37.9,70.7,2.027
exponential,hotelling,A_cur,M0,0.15,2029,10427,0,True,45.1,68.0,2.271
exponential,hotelling,A_cur,M0,0.15,2030,11016,0,True,52.6,65.2,2.56
exponential,hotelling,A_cur,M0,0.15,2031,11639,0,True,60.1,63.9,2.917
exponential,hotelling,A_cur,M0,0.15,2032,12297,0,True,67.6,62.7,3.274
exponential,hotelling,A_cur,M0,0.15,2033,12993,0,True,75.1,61.4,3.63
exponential,hotelling,A_cur,M0,0.15,2034,13727,0,True,82.6,60.2,3.985
exponential,hotelling,A_cur,M0,0.15,2035,14300,0,True,88.8,59.0,4.343
exponential,hotelling,A_cur,M0,0.15,2036,14400,0,True,91.7,57.8,4.709
exponential,hotelling,A_cur,M0,0.15,2037,14492,0,True,94.5,56.6,5.074
exponential,hotelling,A_cur,M0,0.15,2038,14575,0,True,97.3,55.5,5.439
exponential,hotelling,A_cur,M0,0.15,2039,14649,0,True,100.0,54.4,5.805
exponential,hotelling,A_cur,M0,0.15,2040,14715,0,True,102.7,53.3,6.171
exponential,hotelling,A_cur,M_mid,0.15,2026,15000,15000,True,73.2,76.0,1.651
exponential,hotelling,A_cur,M_mid,0.15,2027,17500,17500,True,90.2,73.3,1.75
exponential,hotelling,A_cur,M_mid,0.15,2028,20000,20000,True,105.3,70.7,1.872
exponential,hotelling,A_cur,M_mid,0.15,2029,21174,22500,False,113.0,68.0,2.106
exponential,hotelling,A_cur,M_mid,0.15,2030,21750,25000,False,117.8,65.2,2.396
exponential,hotelling,A_cur,M_mid,0.15,2031,22669,27500,False,124.0,63.9,2.748
exponential,hotelling,A_cur,M_mid,0.15,2032,23634,30000,False,130.2,62.7,3.1
exponential,hotelling,A_cur,M_mid,0.15,2033,24648,32500,False,136.5,61.4,3.452
exponential,hotelling,A_cur,M_mid,0.15,2034,25709,35000,False,142.8,60.2,3.802
exponential,hotelling,A_cur,M_mid,0.15,2035,26448,37500,False,147.7,59.0,4.158
exponential,hotelling,A_cur,M_mid,0.15,2036,26306,40000,False,149.5,57.8,4.527
exponential,hotelling,A_cur,M_mid,0.15,2037,26157,42500,False,151.2,56.6,4.896
exponential,hotelling,A_cur,M_mid,0.15,2038,25999,45000,False,152.8,55.5,5.265
exponential,hotelling,A_cur,M_mid,0.15,2039,25831,47500,False,154.4,54.4,5.634
exponential,hotelling,A_cur,M_mid,0.15,2040,25655,50000,False,156.0,53.3,6.004
exponential,hotelling,A_cur,M_high,0.15,2026,19872,25000,False,100.2,76.0,1.576
exponential,hotelling,A_cur,M_high,0.15,2027,20282,29643,False,104.4,73.3,1.707
exponential,hotelling,A_cur,M_high,0.15,2028,20701,34286,False,108.6,70.7,1.861
exponential,hotelling,A_cur,M_high,0.15,2029,21174,38929,False,113.0,68.0,2.106
exponential,hotelling,A_cur,M_high,0.15,2030,21750,43571,False,117.8,65.2,2.396
exponential,hotelling,A_cur,M_high,0.15,2031,22669,48214,False,124.0,63.9,2.748
exponential,hotelling,A_cur,M_high,0.15,2032,23634,52857,False,130.2,62.7,3.1
exponential,hotelling,A_cur,M_high,0.15,2033,24648,57500,False,136.5,61.4,3.452
exponential,hotelling,A_cur,M_high,0.15,2034,25709,62143,False,142.8,60.2,3.802
exponential,hotelling,A_cur,M_high,0.15,2035,26448,66786,False,147.7,59.0,4.158
exponential,hotelling,A_cur,M_high,0.15,2036,26306,71429,False,149.5,57.8,4.527
exponential,hotelling,A_cur,M_high,0.15,2037,26157,76071,False,151.2,56.6,4.896
exponential,hotelling,A_cur,M_high,0.15,2038,25999,80714,False,152.8,55.5,5.265
exponential,hotelling,A_cur,M_high,0.15,2039,25831,85357,False,154.4,54.4,5.634
exponential,hotelling,A_cur,M_high,0.15,2040,25655,90000,False,156.0,53.3,6.004
exponential,hotelling,A_cur,M_max,0.15,2026,19872,40000,False,100.2,76.0,1.576
exponential,hotelling,A_cur,M_max,0.15,2027,20282,47857,False,104.4,73.3,1.707
exponential,hotelling,A_cur,M_max,0.15,2028,20701,55714,False,108.6,70.7,1.861
exponential,hotelling,A_cur,M_max,0.15,2029,21174,63571,False,113.0,68.0,2.106
exponential,hotelling,A_cur,M_max,0.15,2030,21750,71429,False,117.8,65.2,2.396
exponential,hotelling,A_cur,M_max,0.15,2031,22669,79286,False,124.0,63.9,2.748
exponential,hotelling,A_cur,M_max,0.15,2032,23634,87143,False,130.2,62.7,3.1
exponential,hotelling,A_cur,M_max,0.15,2033,24648,95000,False,136.5,61.4,3.452
exponential,hotelling,A_cur,M_max,0.15,2034,25709,102857,False,142.8,60.2,3.802
exponential,hotelling,A_cur,M_max,0.15,2035,26448,110714,False,147.7,59.0,4.158
exponential,hotelling,A_cur,M_max,0.15,2036,26306,118571,False,149.5,57.8,4.527
exponential,hotelling,A_cur,M_max,0.15,2037,26157,126429,False,151.2,56.6,4.896
exponential,hotelling,A_cur,M_max,0.15,2038,25999,134286,False,152.8,55.5,5.265
exponential,hotelling,A_cur,M_max,0.15,2039,25831,142143,False,154.4,54.4,5.634
exponential,hotelling,A_cur,M_max,0.15,2040,25655,150000,False,156.0,53.3,6.004
exponential,hotelling,A30,M0,0.3,2026,8841,0,True,24.2,152.1,1.745
exponential,hotelling,A30,M0,0.3,2027,9341,0,True,31.0,146.7,1.875
exponential,hotelling,A30,M0,0.3,2028,9869,0,True,37.9,141.3,2.027
exponential,hotelling,A30,M0,0.3,2029,10427,0,True,45.1,135.9,2.271
exponential,hotelling,A30,M0,0.3,2030,11016,0,True,52.6,130.5,2.56
exponential,hotelling,A30,M0,0.3,2031,11639,0,True,60.1,127.9,2.917
exponential,hotelling,A30,M0,0.3,2032,12297,0,True,67.6,125.3,3.274
exponential,hotelling,A30,M0,0.3,2033,12993,0,True,75.1,122.8,3.63
exponential,hotelling,A30,M0,0.3,2034,13727,0,True,82.6,120.4,3.985
exponential,hotelling,A30,M0,0.3,2035,14300,0,True,88.8,118.0,4.343
exponential,hotelling,A30,M0,0.3,2036,14400,0,True,91.7,115.6,4.709
exponential,hotelling,A30,M0,0.3,2037,14492,0,True,94.5,113.3,5.074
exponential,hotelling,A30,M0,0.3,2038,14575,0,True,97.3,111.0,5.439
exponential,hotelling,A30,M0,0.3,2039,14649,0,True,100.0,108.8,5.805
exponential,hotelling,A30,M0,0.3,2040,14715,0,True,102.7,106.6,6.171
exponential,hotelling,A30,M_mid,0.3,2026,15000,15000,True,73.2,152.1,1.651
exponential,hotelling,A30,M_mid,0.3,2027,17500,17500,True,90.2,146.7,1.75
exponential,hotelling,A30,M_mid,0.3,2028,20000,20000,True,105.3,141.3,1.872
exponential,hotelling,A30,M_mid,0.3,2029,22500,22500,True,118.8,135.9,2.086
exponential,hotelling,A30,M_mid,0.3,2030,25000,25000,True,131.2,130.5,2.346
exponential,hotelling,A30,M_mid,0.3,2031,27500,27500,True,142.5,127.9,2.674
exponential,hotelling,A30,M_mid,0.3,2032,30000,30000,True,153.1,125.3,3.003
exponential,hotelling,A30,M_mid,0.3,2033,32500,32500,True,163.0,122.8,3.332
exponential,hotelling,A30,M_mid,0.3,2034,35000,35000,True,172.4,120.4,3.66
exponential,hotelling,A30,M_mid,0.3,2035,37500,37500,True,181.2,118.0,3.989
exponential,hotelling,A30,M_mid,0.3,2036,40000,40000,True,189.7,115.6,4.317
exponential,hotelling,A30,M_mid,0.3,2037,42500,42500,True,196.8,113.3,4.646
exponential,hotelling,A30,M_mid,0.3,2038,45000,45000,True,202.1,111.0,4.974
exponential,hotelling,A30,M_mid,0.3,2039,47500,47500,True,207.2,108.8,5.303
exponential,hotelling,A30,M_mid,0.3,2040,50000,50000,True,208.2,106.6,5.632
exponential,hotelling,A30,M_high,0.3,2026,25000,25000,True,122.2,152.1,1.498
exponential,hotelling,A30,M_high,0.3,2027,29643,29643,True,140.8,146.7,1.564
exponential,hotelling,A30,M_high,0.3,2028,34286,34286,True,157.0,141.3,1.654
exponential,hotelling,A30,M_high,0.3,2029,38929,38929,True,171.4,135.9,1.835
exponential,hotelling,A30,M_high,0.3,2030,42944,43571,False,183.1,130.5,2.072
exponential,hotelling,A30,M_high,0.3,2031,44154,48214,False,188.0,127.9,2.42
exponential,hotelling,A30,M_high,0.3,2032,45423,52857,False,192.9,125.3,2.767
exponential,hotelling,A30,M_high,0.3,2033,46755,57500,False,197.9,122.8,3.114
exponential,hotelling,A30,M_high,0.3,2034,48930,62143,False,203.0,120.4,3.447
exponential,hotelling,A30,M_high,0.3,2035,50897,66786,False,206.7,118.0,3.784
exponential,hotelling,A30,M_high,0.3,2036,50347,71429,False,207.3,115.6,4.159
exponential,hotelling,A30,M_high,0.3,2037,50286,76071,False,207.8,113.3,4.527
exponential,hotelling,A30,M_high,0.3,2038,51502,80714,False,208.3,111.0,4.875
exponential,hotelling,A30,M_high,0.3,2039,53099,85357,False,208.8,108.8,5.217
exponential,hotelling,A30,M_high,0.3,2040,55259,90000,False,209.3,106.6,5.551
exponential,hotelling,A30,M_max,0.3,2026,40000,40000,True,167.3,152.1,1.268
exponential,hotelling,A30,M_max,0.3,2027,43576,47857,False,177.8,146.7,1.351
exponential,hotelling,A30,M_max,0.3,2028,43240,55714,False,179.2,141.3,1.517
exponential,hotelling,A30,M_max,0.3,2029,43000,63571,False,180.9,135.9,1.773
exponential,hotelling,A30,M_max,0.3,2030,42944,71429,False,183.1,130.5,2.072
exponential,hotelling,A30,M_max,0.3,2031,44154,79286,False,188.0,127.9,2.42
exponential,hotelling,A30,M_max,0.3,2032,45423,87143,False,192.9,125.3,2.767
exponential,hotelling,A30,M_max,0.3,2033,46755,95000,False,197.9,122.8,3.114
exponential,hotelling,A30,M_max,0.3,2034,48930,102857,False,203.0,120.4,3.447
exponential,hotelling,A30,M_max,0.3,2035,50897,110714,False,206.7,118.0,3.784
exponential,hotelling,A30,M_max,0.3,2036,50347,118571,False,207.3,115.6,4.159
exponential,hotelling,A30,M_max,0.3,2037,50286,126429,False,207.8,113.3,4.527
exponential,hotelling,A30,M_max,0.3,2038,51502,134286,False,208.3,111.0,4.875
exponential,hotelling,A30,M_max,0.3,2039,53099,142143,False,208.8,108.8,5.217
exponential,hotelling,A30,M_max,0.3,2040,55259,150000,False,209.3,106.6,5.551
exponential,hotelling,A50,M0,0.5,2026,8841,0,True,24.2,253.5,1.745
exponential,hotelling,A50,M0,0.5,2027,9341,0,True,31.0,244.5,1.875
exponential,hotelling,A50,M0,0.5,2028,9869,0,True,37.9,235.5,2.027
exponential,hotelling,A50,M0,0.5,2029,10427,0,True,45.1,226.5,2.271
exponential,hotelling,A50,M0,0.5,2030,11016,0,True,52.6,217.5,2.56
exponential,hotelling,A50,M0,0.5,2031,11639,0,True,60.1,213.2,2.917
exponential,hotelling,A50,M0,0.5,2032,12297,0,True,67.6,208.9,3.274
exponential,hotelling,A50,M0,0.5,2033,12993,0,True,75.1,204.7,3.63
exponential,hotelling,A50,M0,0.5,2034,13727,0,True,82.6,200.6,3.985
exponential,hotelling,A50,M0,0.5,2035,14300,0,True,88.8,196.6,4.343
exponential,hotelling,A50,M0,0.5,2036,14400,0,True,91.7,192.7,4.709
exponential,hotelling,A50,M0,0.5,2037,14492,0,True,94.5,188.8,5.074
exponential,hotelling,A50,M0,0.5,2038,14575,0,True,97.3,185.0,5.439
exponential,hotelling,A50,M0,0.5,2039,14649,0,True,100.0,181.3,5.805
exponential,hotelling,A50,M0,0.5,2040,14715,0,True,102.7,177.7,6.171
exponential,hotelling,A50,M_mid,0.5,2026,15000,15000,True,73.2,253.5,1.651
exponential,hotelling,A50,M_mid,0.5,2027,17500,17500,True,90.2,244.5,1.75
exponential,hotelling,A50,M_mid,0.5,2028,20000,20000,True,105.3,235.5,1.872
exponential,hotelling,A50,M_mid,0.5,2029,22500,22500,True,118.8,226.5,2.086
exponential,hotelling,A50,M_mid,0.5,2030,25000,25000,True,131.2,217.5,2.346
exponential,hotelling,A50,M_mid,0.5,2031,27500,27500,True,142.5,213.2,2.674
exponential,hotelling,A50,M_mid,0.5,2032,30000,30000,True,153.1,208.9,3.003
exponential,hotelling,A50,M_mid,0.5,2033,32500,32500,True,163.0,204.7,3.332
exponential,hotelling,A50,M_mid,0.5,2034,35000,35000,True,172.4,200.6,3.66
exponential,hotelling,A50,M_mid,0.5,2035,37500,37500,True,181.2,196.6,3.989
exponential,hotelling,A50,M_mid,0.5,2036,40000,40000,True,189.7,192.7,4.317
exponential,hotelling,A50,M_mid,0.5,2037,42500,42500,True,196.8,188.8,4.646
exponential,hotelling,A50,M_mid,0.5,2038,45000,45000,True,202.1,185.0,4.974
exponential,hotelling,A50,M_mid,0.5,2039,47500,47500,True,207.2,181.3,5.303
exponential,hotelling,A50,M_mid,0.5,2040,50000,50000,True,208.2,177.7,5.632
exponential,hotelling,A50,M_high,0.5,2026,25000,25000,True,122.2,253.5,1.498
exponential,hotelling,A50,M_high,0.5,2027,29643,29643,True,140.8,244.5,1.564
exponential,hotelling,A50,M_high,0.5,2028,34286,34286,True,157.0,235.5,1.654
exponential,hotelling,A50,M_high,0.5,2029,38929,38929,True,171.4,226.5,1.835
exponential,hotelling,A50,M_high,0.5,2030,43571,43571,True,184.5,217.5,2.062
exponential,hotelling,A50,M_high,0.5,2031,48214,48214,True,196.4,213.2,2.358
exponential,hotelling,A50,M_high,0.5,2032,52857,52857,True,205.3,208.9,2.654
exponential,hotelling,A50,M_high,0.5,2033,57500,57500,True,208.5,204.7,2.95
exponential,hotelling,A50,M_high,0.5,2034,62143,62143,True,209.3,200.6,3.245
exponential,hotelling,A50,M_high,0.5,2035,66786,66786,True,209.4,196.6,3.541
exponential,hotelling,A50,M_high,0.5,2036,71429,71429,True,209.4,192.7,3.837
exponential,hotelling,A50,M_high,0.5,2037,76071,76071,True,209.4,188.8,4.133
exponential,hotelling,A50,M_high,0.5,2038,80714,80714,True,209.4,185.0,4.429
exponential,hotelling,A50,M_high,0.5,2039,85357,85357,True,209.4,181.3,4.725
exponential,hotelling,A50,M_high,0.5,2040,90000,90000,True,209.4,177.7,5.02
exponential,hotelling,A50,M_max,0.5,2026,40000,40000,True,167.3,253.5,1.268
exponential,hotelling,A50,M_max,0.5,2027,47857,47857,True,186.7,244.5,1.286
exponential,hotelling,A50,M_max,0.5,2028,55714,55714,True,202.0,235.5,1.326
exponential,hotelling,A50,M_max,0.5,2029,63571,63571,True,208.6,226.5,1.458
exponential,hotelling,A50,M_max,0.5,2030,71429,71429,True,209.4,217.5,1.636
exponential,hotelling,A50,M_max,0.5,2031,79286,79286,True,209.4,213.2,1.883
exponential,hotelling,A50,M_max,0.5,2032,87143,87143,True,209.4,208.9,2.13
exponential,hotelling,A50,M_max,0.5,2033,95000,95000,True,209.4,204.7,2.376
exponential,hotelling,A50,M_max,0.5,2034,102857,102857,True,209.4,200.6,2.623
exponential,hotelling,A50,M_max,0.5,2035,110714,110714,True,209.4,196.6,2.87
exponential,hotelling,A50,M_max,0.5,2036,118571,118571,True,209.4,192.7,3.117
exponential,hotelling,A50,M_max,0.5,2037,126429,126429,True,209.4,188.8,3.363
exponential,hotelling,A50,M_max,0.5,2038,134286,134286,True,209.4,185.0,3.61
exponential,hotelling,A50,M_max,0.5,2039,142143,142143,True,209.4,181.3,3.857
exponential,hotelling,A50,M_max,0.5,2040,150000,150000,True,209.4,177.7,4.103
exponential,hotelling,A70,M0,0.7,2026,8841,0,True,24.2,354.9,1.745
exponential,hotelling,A70,M0,0.7,2027,9341,0,True,31.0,342.3,1.875
exponential,hotelling,A70,M0,0.7,2028,9869,0,True,37.9,329.7,2.027
exponential,hotelling,A70,M0,0.7,2029,10427,0,True,45.1,317.1,2.271
exponential,hotelling,A70,M0,0.7,2030,11016,0,True,52.6,304.5,2.56
exponential,hotelling,A70,M0,0.7,2031,11639,0,True,60.1,298.4,2.917
exponential,hotelling,A70,M0,0.7,2032,12297,0,True,67.6,292.4,3.274
exponential,hotelling,A70,M0,0.7,2033,12993,0,True,75.1,286.6,3.63
exponential,hotelling,A70,M0,0.7,2034,13727,0,True,82.6,280.9,3.985
exponential,hotelling,A70,M0,0.7,2035,14300,0,True,88.8,275.2,4.343
exponential,hotelling,A70,M0,0.7,2036,14400,0,True,91.7,269.7,4.709
exponential,hotelling,A70,M0,0.7,2037,14492,0,True,94.5,264.3,5.074
exponential,hotelling,A70,M0,0.7,2038,14575,0,True,97.3,259.1,5.439
exponential,hotelling,A70,M0,0.7,2039,14649,0,True,100.0,253.9,5.805
exponential,hotelling,A70,M0,0.7,2040,14715,0,True,102.7,248.8,6.171
exponential,hotelling,A70,M_mid,0.7,2026,15000,15000,True,73.2,354.9,1.651
exponential,hotelling,A70,M_mid,0.7,2027,17500,17500,True,90.2,342.3,1.75
exponential,hotelling,A70,M_mid,0.7,2028,20000,20000,True,105.3,329.7,1.872
exponential,hotelling,A70,M_mid,0.7,2029,22500,22500,True,118.8,317.1,2.086
exponential,hotelling,A70,M_mid,0.7,2030,25000,25000,True,131.2,304.5,2.346
exponential,hotelling,A70,M_mid,0.7,2031,27500,27500,True,142.5,298.4,2.674
exponential,hotelling,A70,M_mid,0.7,2032,30000,30000,True,153.1,292.4,3.003
exponential,hotelling,A70,M_mid,0.7,2033,32500,32500,True,163.0,286.6,3.332
exponential,hotelling,A70,M_mid,0.7,2034,35000,35000,True,172.4,280.9,3.66
exponential,hotelling,A70,M_mid,0.7,2035,37500,37500,True,181.2,275.2,3.989
exponential,hotelling,A70,M_mid,0.7,2036,40000,40000,True,189.7,269.7,4.317
exponential,hotelling,A70,M_mid,0.7,2037,42500,42500,True,196.8,264.3,4.646
exponential,hotelling,A70,M_mid,0.7,2038,45000,45000,True,202.1,259.1,4.974
exponential,hotelling,A70,M_mid,0.7,2039,47500,47500,True,207.2,253.9,5.303
exponential,hotelling,A70,M_mid,0.7,2040,50000,50000,True,208.2,248.8,5.632
exponential,hotelling,A70,M_high,0.7,2026,25000,25000,True,122.2,354.9,1.498
exponential,hotelling,A70,M_high,0.7,2027,29643,29643,True,140.8,342.3,1.564
exponential,hotelling,A70,M_high,0.7,2028,34286,34286,True,157.0,329.7,1.654
exponential,hotelling,A70,M_high,0.7,2029,38929,38929,True,171.4,317.1,1.835
exponential,hotelling,A70,M_high,0.7,2030,43571,43571,True,184.5,304.5,2.062
exponential,hotelling,A70,M_high,0.7,2031,48214,48214,True,196.4,298.4,2.358
exponential,hotelling,A70,M_high,0.7,2032,52857,52857,True,205.3,292.4,2.654
exponential,hotelling,A70,M_high,0.7,2033,57500,57500,True,208.5,286.6,2.95
exponential,hotelling,A70,M_high,0.7,2034,62143,62143,True,209.3,280.9,3.245
exponential,hotelling,A70,M_high,0.7,2035,66786,66786,True,209.4,275.2,3.541
exponential,hotelling,A70,M_high,0.7,2036,71429,71429,True,209.4,269.7,3.837
exponential,hotelling,A70,M_high,0.7,2037,76071,76071,True,209.4,264.3,4.133
exponential,hotelling,A70,M_high,0.7,2038,80714,80714,True,209.4,259.1,4.429
exponential,hotelling,A70,M_high,0.7,2039,85357,85357,True,209.4,253.9,4.725
exponential,hotelling,A70,M_high,0.7,2040,90000,90000,True,209.4,248.8,5.02
exponential,hotelling,A70,M_max,0.7,2026,40000,40000,True,167.3,354.9,1.268
exponential,hotelling,A70,M_max,0.7,2027,47857,47857,True,186.7,342.3,1.286
exponential,hotelling,A70,M_max,0.7,2028,55714,55714,True,202.0,329.7,1.326
exponential,hotelling,A70,M_max,0.7,2029,63571,63571,True,208.6,317.1,1.458
exponential,hotelling,A70,M_max,0.7,2030,71429,71429,True,209.4,304.5,1.636
exponential,hotelling,A70,M_max,0.7,2031,79286,79286,True,209.4,298.4,1.883
exponential,hotelling,A70,M_max,0.7,2032,87143,87143,True,209.4,292.4,2.13
exponential,hotelling,A70,M_max,0.7,2033,95000,95000,True,209.4,286.6,2.376
exponential,hotelling,A70,M_max,0.7,2034,102857,102857,True,209.4,280.9,2.623
exponential,hotelling,A70,M_max,0.7,2035,110714,110714,True,209.4,275.2,2.87
exponential,hotelling,A70,M_max,0.7,2036,118571,118571,True,209.4,269.7,3.117
exponential,hotelling,A70,M_max,0.7,2037,126429,126429,True,209.4,264.3,3.363
exponential,hotelling,A70,M_max,0.7,2038,134286,134286,True,209.4,259.1,3.61
exponential,hotelling,A70,M_max,0.7,2039,142143,142143,True,209.4,253.9,3.857
exponential,hotelling,A70,M_max,0.7,2040,150000,150000,True,209.4,248.8,4.103
exponential,static,A_cur,M0,0.15,2026,8860,0,True,24.3,76.0,1.744
exponential,static,A_cur,M0,0.15,2027,9929,0,True,36.4,73.3,1.866
exponential,static,A_cur,M0,0.15,2028,11073,0,True,48.6,70.7,2.009
exponential,static,A_cur,M0,0.15,2029,12298,0,True,60.9,68.0,2.242
exponential,static,A_cur,M0,0.15,2030,13675,0,True,73.3,65.2,2.519
exponential,static,A_cur,M0,0.15,2031,13816,0,True,76.5,63.9,2.884
exponential,static,A_cur,M0,0.15,2032,13949,0,True,79.7,62.7,3.248
exponential,static,A_cur,M0,0.15,2033,14075,0,True,82.8,61.4,3.613
exponential,static,A_cur,M0,0.15,2034,14192,0,True,85.8,60.2,3.978
exponential,static,A_cur,M0,0.15,2035,14300,0,True,88.8,59.0,4.343
exponential,static,A_cur,M0,0.15,2036,14400,0,True,91.7,57.8,4.709
exponential,static,A_cur,M0,0.15,2037,14492,0,True,94.5,56.6,5.074
exponential,static,A_cur,M0,0.15,2038,14575,0,True,97.3,55.5,5.439
exponential,static,A_cur,M0,0.15,2039,14649,0,True,100.0,54.4,5.805
exponential,static,A_cur,M0,0.15,2040,14715,0,True,102.7,53.3,6.171
exponential,static,A_cur,M_mid,0.15,2026,15000,15000,True,73.2,76.0,1.651
exponential,static,A_cur,M_mid,0.15,2027,17500,17500,True,90.2,73.3,1.75
exponential,static,A_cur,M_mid,0.15,2028,20000,20000,True,105.3,70.7,1.872
exponential,static,A_cur,M_mid,0.15,2029,22500,22500,True,118.8,68.0,2.086
exponential,static,A_cur,M_mid,0.15,2030,25000,25000,True,131.2,65.2,2.346
exponential,static,A_cur,M_mid,0.15,2031,26909,27500,False,140.5,63.9,2.683
exponential,static,A_cur,M_mid,0.15,2032,26808,30000,False,142.3,62.7,3.052
exponential,static,A_cur,M_mid,0.15,2033,26699,32500,False,144.2,61.4,3.42
exponential,static,A_cur,M_mid,0.15,2034,26580,35000,False,146.0,60.2,3.789
exponential,static,A_cur,M_mid,0.15,2035,26448,37500,False,147.7,59.0,4.158
exponential,static,A_cur,M_mid,0.15,2036,26306,40000,False,149.5,57.8,4.527
exponential,static,A_cur,M_mid,0.15,2037,26157,42500,False,151.2,56.6,4.896
exponential,static,A_cur,M_mid,0.15,2038,25999,45000,False,152.8,55.5,5.265
exponential,static,A_cur,M_mid,0.15,2039,25831,47500,False,154.4,54.4,5.634
exponential,static,A_cur,M_mid,0.15,2040,25655,50000,False,156.0,53.3,6.004
exponential,static,A_cur,M_high,0.15,2026,19911,25000,False,100.4,76.0,1.575
exponential,static,A_cur,M_high,0.15,2027,21448,29643,False,109.8,73.3,1.69
exponential,static,A_cur,M_high,0.15,2028,23128,34286,False,119.2,70.7,1.824
